question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
"If a turn contains more than one combat phase, when can a spell that may be cast “only during combat” be cast?",At an appropriate time during any of the combat phases,Only during the first combat phase,Only during the last combat phase,Only after all combat phases have ended
What does the phrase “only before (or after) blockers are declared” refer to?,The declare‑blockers step of combat,The beginning of the combat phase,The end of the combat phase,The main phase before combat begins
"If a turn has multiple combat phases, when may a spell that can be cast only during combat be cast?",At an appropriate time during any of the combat phases.,Only during the first combat phase.,Only during the last combat phase.,Only before the combat phase begins.
What does rule 506.7c say about spells that can be cast only during combat when a turn has multiple combat phases?,Such spells may be cast at an appropriate time during any of the combat phases.,Such spells cannot be cast if there are multiple combat phases.,Such spells can only be cast during the first combat phase.,Such spells can be cast at any time during the turn.
"If a turn has multiple combat phases, when may a spell that can be cast only before or after a particular point in the combat phase be played?",Only before (or after) the stated point of the first combat phase.,At any point in any combat phase.,Only during the last combat phase.,Only after the declare blockers step in all combat phases.
"In a turn that includes more than one combat phase, which combat phase’s timing rules determine when a spell that may be cast only before or after a specific combat point can be cast?",The first combat phase.,The second combat phase.,All combat phases equally.,No combat phase; the spell can be cast at any time.
"When a turn contains multiple combat phases, at what point may a spell that states it can be cast only before or after a particular point in combat be legally cast?",Only before or after the stated point of the first combat phase.,Only before or after the stated point of each combat phase.,Only before or after the last combat phase of the turn.,At any time during the combat phases.
"If a spell can be cast only before a specific moment in the combat phase, and a turn has more than one combat phase, during which combat phase can the spell be cast?","During the first combat phase, before or after the specified point.","During the second combat phase, before or after the specified point.","During any combat phase, before or after the specified point.",Only after all combat phases have finished.
"When a spell says it may be cast “only before a particular point in the combat phase,” but that point doesn’t exist because the declare‑blockers step and the combat‑damage step are skipped, when may the spell actually be cast?",before the declare‑attackers step ends,at the beginning of the next turn,during the post‑combat main phase,when the game state changes to “upkeep”
"If a spell’s restriction to be cast “only before a particular point in the combat phase” cannot be satisfied because the entire combat phase is skipped, where can the spell still be cast?",before the pre‑combat main phase ends,during the post‑combat main phase,at any time during the turn,only during the opponent’s next combat phase
"When a spell is restricted to be cast “only before a particular point in the combat phase,” but that point doesn’t exist because the combat phase is skipped, at what time can the spell be cast?",before the pre‑combat main phase ends,before the declare attackers step ends,during the combat damage step,at the end of the combat phase
"If a spell says it may be cast “only before blockers are declared,” yet the declare blockers step is skipped that combat phase, when can the spell still be cast?",before the pre‑combat main phase ends,before the declare attackers step ends,during the combat damage step,at the end of the combat phase
"If a spell can only be cast during combat after blockers are declared, but the declare blockers step is skipped that combat phase, can the spell still be cast during that combat phase?","No, the spell may not be cast during that combat phase.","Yes, it can be cast during the combat phase.","Yes, it can be cast during the pre‑combat main phase.","Yes, it can be cast during the declare attackers step."
What does rule 506.7g state about the application of rules 506.7 and 506.7a–f to abilities?,They apply to abilities that state that they may be activated only at certain times with respect to combat just as they apply to spells that state that they may be cast only at certain times with respect to combat.,They only apply to spell‑casting and never to abilities.,They are used only when the combat phase has been skipped.,They are irrelevant once a creature has entered the battlefield.
"According to rule 506.7g, when do the rules 506.7 and 506.7a–f apply to an ability?",When the ability states that it may be activated only at certain times with respect to combat.,Only when a player declares an attack.,Only when a card has a keyword ability like “flash.”,Only if the ability is part of an instant or sorcery spell.
What happens next in the combat phase after the active player selects a defending player?,The active player gets priority.,The active player must declare attackers immediately.,The active player may pass priority to an opponent.,The active player must end their turn.
What action does the active player perform in the Declare Attackers Step?,Declares attackers,Declares blockers,Mulls over a strategy,Casts a spell
Does the process of declaring attackers use the stack?,"No, it is a turn‑based action that doesn’t use the stack","Yes, it is placed on the stack before resolution",Only if the player has a spell in hand does it use the stack,Only during the first turn of the game does it use the stack
Who declares attackers during combat?,The active player; The defending player; Any player who controls a creature; The player who last cast a spell,The defending player; The active player; Any player who controls a creature; The player who last cast a spell,Any player who controls a creature; The active player; The defending player; The player who last cast a spell,The player who last cast a spell; The active player; The defending player; Any player who controls a creature
What happens if the active player is unable to comply with any of the steps during the declaration of attackers?,The declaration is illegal and the game returns to the moment before the declaration.,The game continues with the attackers declared anyway.,The active player loses the game.,The attacker creature is immediately removed from the battlefield.
Which rule number addresses handling illegal actions?,Rule 732.,Rule 508.,Rule 732.1.,Rule 731.
Which of the following conditions must be met for a creature to be declared as an attacker?,"It must be untapped, cannot be a battle, and must either have haste or have been controlled continuously since the turn began.","It must be tapped, can be a battle, and must have been controlled by the defending player.","It must be untapped, must be a battle, and must have haste.","It must be tapped, cannot have haste, and may have been controlled by the active player at any point."
Which of the following cannot be declared as an attacker?,A battle,A creature that has haste,A creature that has been controlled continuously since the turn began,A tapped creature
Who chooses the creatures that will attack during the attack declaration step?,The active player,The defending player,A judge,A spectator
Which of the following correctly states the requirements for a creature to be chosen as an attacker?,"It must be untapped, not a battle, and either have haste or have been controlled by the active player continuously since the turn began.","It must be tapped, a battle, and have the ability to be tapped again.","It can be tapped or untapped, as long as it is a battle, and may or may not have haste.","It must be tapped, a battle, and must have been controlled by any player since the turn began."
"If a creature lacks haste, when is it still eligible to attack?",If it has been controlled by the active player continuously since the turn began.,If it is currently tapped during the attack declaration phase.,If it has been controlled by any player for at least one full game.,If it can be tapped by another creature on the battlefield.
What must the active player do when declaring attackers in Magic: The Gathering?,"They check each creature they control to see whether it’s affected by any restrictions (effects that say a creature can’t attack, or that it can’t attack unless some condition is met).",They ensure all declared attackers are tapped.,They verify that each attacker has a cost of 0 mana.,They confirm that each attacker has already been in play for at least two turns.
What is the result when a creature is declared as an attacker that violates a restriction?,The declaration of attackers is illegal.,The creature is removed from combat immediately.,The player must pay an additional cost to ignore the restriction.,The creature can attack but must be tapped.
Is it legal for a player to declare both creatures as attackers if each has the restriction “This creature can’t attack alone”?,"It is legal, because the restriction is satisfied when both attack together.","It is not legal, because the restriction applies to each creature individually regardless of other attackers.",It is legal only if the creatures attack simultaneously with a third creature.,"It is not legal, because the restriction forbids any creature from attacking."
What does the restriction “This creature can’t attack alone” imply about a creature’s attacking ability?,The creature cannot be declared as an attacker unless at least one other creature is also declared as an attacker.,The creature can attack only if it has flying.,The creature can attack but cannot block.,The creature can attack on its own but must be under a certain controller.
Why would a declaration of attackers be considered illegal according to the rules?,Because the number of requirements being obeyed is fewer than the maximum possible number of requirements that could be obeyed without disobeying any restrictions.,Because the attacking creature is too large to attack in that combat.,Because the active player chose to attack out of turn.,Because the opponent declared a counterattack before the attack phase finished.
"If a creature can’t attack unless a player pays a cost, is the player required to pay that cost to satisfy the requirements?","No, the player is not required to pay the cost even if attacking with that creature would increase the number of requirements being obeyed.","Yes, the player must always pay any cost associated with a creature’s ability to meet the requirements.",Only if the cost is a mana cost does the player have to pay it; other costs are optional.,"The requirement to pay is automatically waived if the creature has a ""can't attack"" restriction."
What condition makes a declaration of attackers illegal under the rule that governs requirements?,If the number of requirements that are being obeyed is fewer than the maximum possible number of requirements that could be obeyed without disobeying any restrictions.,A creature is too weak to block.,The attacking player must pay double the cost.,There is no such rule in the game.
"When a creature can’t attack unless a player pays a cost, is the player required to pay that cost if the creature would increase the number of requirements being obeyed?","No, the player is not required to pay that cost.",The creature must still be declared as an attacker.,The cost must be paid on the opponent’s turn.,The creature is automatically removed from combat.
"When a creature can’t attack unless a player pays a cost, is the player required to pay that cost to satisfy attack requirements?","No, the player is not required to pay the cost.","Yes, the player must pay the cost.",The cost is paid automatically when the creature is declared as an attacker.,The creature can attack without paying the cost.
"If declaring a creature that requires a payment would increase the number of requirements being obeyed, what does the rule say the player must do?",The player is not required to pay that cost.,The player must pay the cost.,"The creature must attack anyway, regardless of the cost.",The cost is waived automatically.
"When a requirement says a creature attacks if able during a turn that contains multiple combat phases, when does the creature attack?",It attacks during each declare attackers step in that turn.,"It attacks only once, at the first declare attackers step.",It never attacks if there are multiple combat phases.,It attacks only if it has not attacked before that turn.
"In a turn with multiple combat phases, how many times can a creature that must attack if able attack?",Once during each declare attackers step in that turn.,Only once in total for the entire turn.,"Never, because the rule overrides the requirement.",Only in the final declare attackers step of the turn.
"If a player controls one creature that has the ability “attacks if able” and another creature with no special abilities, and an effect in play states “No more than one creature can attack each turn,” which creature is allowed to attack?",The creature with “attacks if able” may attack.,The creature with no abilities may attack.,Both creatures may attack.,Neither creature may attack.
"Under the same effect, which of the following actions is illegal?",Attacking with both creatures.,Attacking with the creature that has no abilities.,Attacking with only the creature that has no abilities.,Attacking with neither creature.
"When declaring attackers, what must the active player announce if any chosen creature has banding or a “bands with other” ability?","Which creatures, if any, are banded with which.",Which creatures are blocking.,Which creatures are tapped.,Which creatures are attacking alone.
What action does the banding ability require during the attack phase?,Announce which creatures are banded together.,Choose which creatures will be tapped.,Select which creatures will deal combat damage.,Declare which creatures are blocking.
What does a creature’s “bands with other” ability allow it to do?,Be banded with other creatures when declared as an attacker.,Gain lifelink.,Become hexproof.,Tap without being an attacker.
"When attacking with chosen creatures, if there are optional costs to pay, what must the active player do?",choose which optional costs to pay,tap the chosen creatures,declare which creatures will block,discard a card to the battlefield
"If a player has optional costs that can be paid “as” a creature attacks, what decision does the active player make?",which optional costs to pay,which opponent will be attacked next,how many mana sources will be tapped,which card will be put into the graveyard for free
Which of the following actions can be part of the total cost to attack with a creature?,"Paying mana, tapping permanents, sacrificing permanents, discarding cards","Drawing cards, moving permanents, gaining life","Summoning new creatures, activating opponent’s abilities, granting life to yourself","Increasing the creature’s power, turning lands into creatures, reducing your own mana pool"
What types of actions are included in the cost to attack as described in the game rules?,"Paying mana, tapping permanents, sacrificing permanents, discarding cards","Healing damage, tapping the opponent’s creatures, drawing a card for free","Making your opponent discard a card, summoning a creature from your graveyard, flipping a coin","Changing a creature’s color, granting it flying, giving it a boost of +2/+2 until end of turn"
What does it mean that the total cost to attack becomes “locked in” after it is determined?,It becomes fixed; no further changes to the cost can be applied.,The total cost is ignored if an opponent casts a spell.,The cost can be changed by any effect at any later time.,The cost is only locked in until the next turn.
"If an effect would attempt to change the total cost after it has been locked in, what is the correct outcome?",The change is ignored; the original cost remains.,The player must pay the new cost instead.,"The change partially applies, only affecting mana costs.",The cost becomes zero for that attack.
"When a cost requires mana, what opportunity does the active player receive?",They have a chance to activate mana abilities.,They must immediately pay the mana cost from their hand.,They can skip paying the mana portion of the cost.,They are required to discard a card instead of paying mana.
What is the status of each creature the active player chooses to attack with during the declare‑attackers step?,It becomes an attacking creature.,It becomes a blocking creature.,It is put into the graveyard.,It stays untapped.
For how long does a declared attacking creature remain attacking?,"Until it’s removed from combat or the combat phase ends, whichever comes first.",Until the active player passes priority.,Until it is tapped.,Until the end of the game.
How long does a creature remain an attacking creature after it has been declared an attacker?,"Until it’s removed from combat or the combat phase ends, whichever comes first.","Until the end of the turn, regardless of any removal.",Only for the duration of the attacking phase.,Until the creature is tapped and then untapped again.
When do abilities that trigger on attackers being declared trigger?,At the point the creature is declared as an attacker.,After the combat phase ends.,When the creature deals combat damage.,During the untap step.
When do abilities that trigger on a creature attacking activate?,Only at the point the creature is declared as an attacker.,After the combat phase ends.,When the creature deals combat damage.,At the beginning of the active player's upkeep.
"If a creature that is declared as an attacker later changes to match the ability’s trigger condition, will the ability trigger?","No, it will not trigger.","Yes, as long as the creature eventually matches the condition.",Only if the creature changes before the combat phase starts.,It depends on the card’s wording.
Which event causes abilities that trigger on attackers being declared to trigger?,When attackers are declared.,When blockers are declared.,When damage is dealt.,During the end step.
Will an ability that triggers when a creature attacks activate if the creature’s characteristics change to match the trigger condition after it has been declared as an attacker?,"No, the ability will not trigger.","Yes, the ability triggers at the end of combat.","Yes, the ability triggers when the creature’s characteristics change.","Yes, the ability triggers when the creature becomes tapped."
At what point do abilities that trigger on a creature attacking activate?,At the moment the creature is declared as an attacker.,When the creature becomes tapped.,At the end of combat.,When the creature’s characteristics change after the attack.
"If a permanent has the ability “Whenever a green creature attacks, destroy that creature at end of combat,” will the ability trigger when a blue creature attacks and is later turned green?","No, the ability will not trigger.","Yes, it triggers when the creature becomes green.","Yes, it triggers at the end of combat.","Yes, it triggers when the creature’s characteristics change."
What happens if a creature changes color after being declared attacker in combat?,"No, the ability will not trigger.","Yes, the ability will trigger.",It will trigger at the beginning of combat.,It will trigger at the end of combat.
When do abilities that trigger on attackers being declared go onto the stack?,They are put onto the stack before the active player gets priority.,They are put onto the stack after the active player gets priority.,They are put onto the stack during the active player’s priority.,They are put onto the stack after all triggered abilities have resolved.
Does the order in which such trigger abilities activated matter?,"No, the order does not matter.","Yes, the order determines which ability resolves first.",The order only matters if the abilities are activated abilities.,The order matters if the abilities have different casting costs.
When are abilities that trigger on attackers being declared put onto the stack?,Before the active player gets priority,After the active player gets priority,At the end of combat,When the declaring player declares a new combat
Does the order in which triggered abilities that activate on attackers being declared occur affect the game?,"No, the order does not matter","Yes, earlier abilities resolve first","Only the first ability resolves, others are discarded",It depends on the type of creature
What does the rule say about trigger conditions for abilities that trigger on attackers being declared?,"They may have different trigger conditions.
All such abilities trigger under the same condition.
They never trigger on attackers.
They only trigger when a creature blocks.",All such abilities trigger under the same condition.,They never trigger on attackers.,They only trigger when a creature blocks.
Which of the following abilities triggers if that creature is declared as an attacker?,"Whenever [a creature] attacks, ...
Whenever [a creature] blocks, ...
Whenever [a creature] dies, ...
Whenever [a creature] is tapped, ...","Whenever [a creature] blocks, ...","Whenever [a creature] dies, ...","Whenever [a creature] is tapped, ..."
"When does an ability that reads “Whenever a creature attacks a player, planeswalker, or battle” trigger?",When that creature is declared as an attacker attacking that player or permanent.,When the creature is put onto the battlefield attacking.,When the creature attacks during the combat step but is not declared as an attacker.,When the creature is blocked by another creature.
Which of the following would NOT cause that same ability to trigger?,When the creature is put onto the battlefield attacking.,When the creature attacks a player.,When the creature attacks a planeswalker.,When the creature attacks a battle.
"When does an ability that reads “Whenever a player, planeswalker, or battle is attacked” trigger?",When one or more creatures are declared as attackers attacking that player or permanent. First wrong answer: When a creature is put onto the battlefield attacking that player or permanent. Second wrong answer: When a creature is put onto the battlefield regardless of whether it is attacking. Third wrong answer: When the player attacks an opponent.,When a creature is put onto the battlefield attacking that player or permanent.,When a creature is put onto the battlefield regardless of whether it is attacking.,When the player attacks an opponent.
Does such an ability trigger when a creature is put onto the battlefield attacking that player or permanent?,No. First wrong answer: Yes. Second wrong answer: Only if the creature has a special ability. Third wrong answer: Only if the player has already attacked.,Yes.,Only if the creature has a special ability.,Only if the player has already attacked.
"When will an ability that says “Whenever a player, planeswalker, or battle is attacked” fail to trigger?",It won’t trigger if a creature is put onto the battlefield attacking that player or permanent.,It will trigger if a creature is put onto the battlefield attacking that player or permanent.,It will trigger after the creature leaves the battlefield.,It triggers only on creatures that were already attacking at the start of combat.
"When does an ability that reads ""Whenever a player attacks with a creature"" trigger?",When a creature that the player controls is declared as an attacker.,When a creature is put onto the battlefield attacking that player or a permanent.,"When the player declares any attackers, regardless of the type of the attacking permanents.",When a creature is declared as a blocker.
When does an ability that says “Whenever a player attacks” trigger?,If one or more creatures that player controls are declared as attackers.,If that player deals combat damage to an opponent.,If that player is dealt damage by a creature during combat.,If that player declares an attack against a planeswalker.
When does an ability that says “Whenever a player attacks another player” trigger?,When that player declares an attack against another player.,When that player attacks a planeswalker.,When that player is the target of a spell.,When that player controls a creature that deals combat damage.
When does an ability that reads “Whenever a player attacks with a creature” trigger?,When a creature the player controls is declared as an attacker.,When a creature the player controls attacks a planeswalker.,When the player attacks a planeswalker.,When a creature the player controls deals combat damage.
When does an ability that reads “Whenever a player attacks another player” trigger?,Whenever one or more creatures the attacking player controls are declared as attackers attacking the other player.,When a creature is put onto the battlefield attacking.,When a creature attacks a planeswalker.,When a creature attacks a battle.
Will such an ability trigger if a creature attacks a planeswalker?,"No, it does not trigger.","Yes, it triggers.",Only if the planeswalker is also a player.,Only if the creature has the Flying keyword.
"When does an ability that reads “Whenever a player attacks another player, …” trigger?",When one or more creatures the attacking player controls are declared as attackers attacking the opponent.,When a creature is put onto the battlefield attacking.,When a creature attacks a planeswalker.,When a creature attacks a battle.
Which of the following situations will prevent an ability that reads “Whenever a player attacks another player” from triggering?,A creature is put onto the battlefield attacking.,A creature attacks a planeswalker.,A creature attacks a battle.,A creature attacks an opponent.
During which phase does an ability that reads “Whenever a creature attacks and isn’t blocked” trigger?,Declare blockers step.,Declare attackers step.,Combat damage step.,End step.
"When a spell or effect puts a creature onto the battlefield attacking, who chooses which defending player, planeswalker, or battle the creature is attacking (unless the effect already specifies)?",Its controller chooses,The defending player chooses,The active player chooses,The creature chooses itself
What does it mean that a creature can be “attacking” but never “attacked” when it enters the battlefield?,It is considered an attacking creature for the purposes of combat but does not trigger any abilities that look for the “attacked” event.,It is never allowed to block other creatures.,It cannot be targeted by spells that require a creature to have attacked.,It automatically wins the combat step without dealing damage.
Which rule explains that a creature that enters the battlefield as attacking does not trigger “attacked” events?,Rule 508.4.,Rule 601.1.,Rule 402.3.,Rule 713.5.
"If a creature is put onto the battlefield attacking a player, but that player is no longer in the game when the effect resolves, what becomes of the creature?",The creature does not become an attacking creature.,The creature becomes a non‑attacking creature but remains on the battlefield.,The creature becomes an attacking creature but cannot block.,The creature is immediately destroyed.
"If a creature is put onto the battlefield attacking a planeswalker or battle, but that permanent is no longer on the battlefield or is no longer controlled by a defending player when the effect resolves, does the creature become an attacking creature?","No, the creature does not become an attacking creature.","Yes, the creature becomes an attacking creature.",The creature becomes a creature that can block.,The creature is returned to its controller’s hand.
"When an ability of an attacking creature mentions “defending player,” to whom does that phrase refer?","the player the creature is attacking, the controller of the planeswalker the creature is attacking, or the protector of the battle the creature is attacking",the player who controls the attacking creature’s controller,any player who is currently in combat,the player who cast the ability that references the defending player
"If an attacking creature stops attacking before an ability that references a defending player resolves, which defending player is the ability then directed at?","the player the creature was attacking before it was removed from combat, the controller of the planeswalker it was attacking before removal, or the protector of the battle it was attacking before removal",the player who currently has the most life points,the defending player that the creature last attacked two turns ago,the player who cast the last spell in the combat phase
"In a multiplayer game, when a rule, object, or effect refers to “defending player,” how is that reference interpreted?","It refers to one specific defending player, not to all defending players",It automatically applies to every defending player in the game,It refers only to the defending player of the creature’s owner,It applies to the player who controls the most creatures on the battlefield
"When an attacking creature that was attacking a planeswalker is removed from combat, which player does a rule that refers to a “defending player” refer to?",the controller of the planeswalker that the creature was attacking before it was removed from combat,the player that the creature was attacking before it was removed from combat,the new defending player the creature would attack if it re‑entered combat,the player who cast the creature’s last spell
"When an attacking creature that was attacking a battle is removed from combat, which player does a rule that refers to a “defending player” refer to?",the protector of the battle that the creature was attacking before it was removed from combat,the player that the creature was attacking before it was removed from combat,the new defending player the creature would attack if it re‑entered combat,the controller of the planeswalker that the creature was attacking before it was removed from combat
"When an attacking creature that was attacking a player is removed from combat, which player does a rule that refers to a “defending player” refer to?",the player that the creature was attacking before it was removed from combat,the controller of the planeswalker that the creature was attacking before it was removed from combat,the protector of the battle that the creature was attacking before it was removed from combat,the player that the creature is currently attacking
"When a spell or ability can target several attacking creatures, how is the defending player chosen for each creature?",The controller of the spell or ability chooses the appropriate defending player individually for each attacking creature.,The defending player is always the first opponent on the battlefield.,The defending player is determined by who has the highest life total.,The defending player is the one who last cast the spell.
"In a multiplayer game, does a rule that mentions “defending player” refer to all defending players or just one?","It refers to one specific defending player, not all of them.",It refers to all defending players simultaneously.,It refers to the player with the lowest life total.,It refers to the player who performed the most attacks during the turn.
"According to rule 508.6, when is a player considered to be attacking another player?",A player is attacking another player if they control a creature that is attacking that player.,A player is attacking another player if they cast an attacking spell.,A player is attacking another player if they are in the same combat group.,A player is attacking another player if they have won at least one previous turn.
What does it mean for a player to be “attacking a player”?,A player is attacking another player if the first player controls a creature that is attacking the second player.,A player is attacking another player if the first player has declared a creature as an attacker.,A player is attacking another player only when the opponent has no blockers.,A player is attacking another player when they are the first player to begin the combat phase.
What does it mean for a player to have “attacked a player”?,A player has attacked another player if they have declared one or more creatures as attackers attacking that player.,A player has attacked another player if they control a creature that is attacking that player.,A player has attacked another player when any of their creatures enter the battlefield.,A player has attacked another player if they are the defending player during combat.
What does it mean for a player to have “attacked [a player]” in combat?,The player declared one or more creatures as attackers that target that player during combat.,The player was attacked by a creature targeting them.,The player’s creatures were removed from combat before the combat phase ended.,The player cast a spell that deals combat damage to that player.
What can some cards allow a player to do with a creature that is attacking?,"Reselect which player, planeswalker, or battle the creature is attacking.",Change the creature’s power and toughness.,Make the creature block instead of attack.,Allow the creature to tap for mana.
"If a creature is reselected to attack a different target, is it considered to have attacked twice?","No, it is not considered to have attacked a second time.","Yes, it counts as a second attack.","Only the first attack counts, but the creature becomes tapped.",The creature must be removed from combat and re‑declared as an attacker.
A creature changes its target during combat to attack a different player or permanent. Is it considered to have attacked twice?,"No, it is not considered to have attacked a second time.","Yes, it counts as a second attack.",Only if the new target is a planeswalker.,Only if the creature was already attacking another creature.
"When a creature reselects which player, planeswalker, or permanent it is attacking, does it leave combat?","No, the creature remains in combat.","Yes, it is removed from combat and re-entered later.",Only if the game state changes to a new combat phase.,Only if the creature’s power is reduced to zero.
"After a creature has reselected a new target, is it still considered to have attacked the original target?","Yes, it remains considered to have attacked the original target.","No, the original attack is forgotten once the target changes.",Only if the original target is still on the battlefield.,Only if the creature has an ability that allows multiple attacks.
Is a creature that reselects its attack target still considered to have attacked its original target?,"Yes, it is still considered to have attacked the player or permanent it was declared as attacking.","No, it only attacks the reselected player or permanent.",It is considered to have attacked both the original and reselected targets.,The creature is removed from combat after reselecting.
"After a creature reselects its attack target, what best describes its attacking status?",It attacks the reselected player or permanent but is still regarded as having attacked the original target it was declared as attacking.,It attacks only the reselected target and the original target is no longer considered attacked.,It attacks both the original and reselected targets simultaneously.,It becomes a non‑attacking creature until the end of the combat step.
"During the reselecting of a creature’s attack target, do the usual attacking requirements still apply?","No, it is not affected by those requirements.","Yes, it must still meet all the same requirements.",It only needs to satisfy the requirements of the first attacker it declared.,It must ignore the attacking restrictions but still pay an additional cost.
Which restriction does not apply to a creature while it is reselecting its attack target?,The requirements or restrictions that apply to the declaration of attackers.,The rule that a creature cannot attack a player it has already attacked this combat.,The limitation that a creature must be untapped to attack.,The restriction that only creatures with the Attack keyword may attack.
"Which of the following must a reselected player, planeswalker, or battle be when a creature is being reselected for an attack?","an opponent of the attacking creature’s controller, a planeswalker controlled by an opponent of the attacking creature’s controller, or a battle protected by an opponent of the attacking creature’s controller",a non‑opponent controlled by the attacking creature’s controller,a planeswalker controlled by the attacking creature’s controller,"any battle, regardless of protection"
"When a creature in a multiplayer game that does not use the attack‑multiple‑players option is reattacking a different target, which of the following may be chosen as the new target?",The chosen defending player,Any player on the battlefield,A planeswalker controlled by the creature’s controller,A battle that is protected by the creature’s controller
"In that same multiplayer game, if a battle is selected as the reattacking target, what must be true about that battle?",It must be protected by the chosen defending player,It must be controlled by the creature’s controller,It must be a battle that protects the creature’s controller,It must be the only battle on the battlefield
"Where must the reselected player, planeswalker, or battle be in a multiplayer game using the limited‑range‑of‑influence option?",within the range of influence of the attacking creature’s controller,within the range of influence of any opponent,anywhere on the battlefield,inside the attacking creature’s graveyard
"In the case of a battle in a multiplayer game using the limited‑range‑of‑influence option, what must also be within the range of influence of the attacking creature’s controller?",the battle’s protector,the attacking creature itself,the reselected player,the defending player’s planeswalker
"In a multiplayer game using the limited range of influence option, what must be true about a battle’s protector when the attacking creature is within that range?",It must also be within the range of influence of the attacking creature’s controller.,It must be attacking the defending player.,It must be a planeswalker controlled by the defending player.,It must be a creature that has already blocked another creature.
"If no creatures are declared as attackers or put onto the battlefield attacking during combat, what happens to the combat steps?",The declare blockers and combat damage steps are skipped.,Only the declare blockers step is skipped.,Only the combat damage step is skipped.,The entire combat phase is canceled and the game ends immediately.
What is the first action the defending player takes during the Declare Blockers Step?,Declares blockers,Declares attackers,Declares combat damage,Casts a spell
Does the action of declaring blockers use the stack?,"No, it doesn’t use the stack.","Yes, it uses the stack.",It uses the stack only when a spell is on the stack.,It uses the stack only if the defending player has a specific ability.
Which of the following best describes the creatures a defending player may choose to block with?,Untapped creatures that are not battles,Tapped creatures that are planeswalkers,Any creature that has not attacked in the previous turn,Any creature with a power of 3 or more
What restriction does the rule place on “battles” when a player is declaring blockers?,They cannot be used to block,They must be tapped before blocking,They can block only planeswalkers,They are automatically declared as blockers
What two conditions must a creature satisfy in order to be chosen as a blocker?,It must be untapped and it cannot be a battle.,It must be tapped and it can be a battle.,It must be untapped and it can be a battle.,It must be tapped and it cannot be a battle.
Is a creature that is a battle allowed to block?,"No, a creature that is a battle cannot block.","Yes, a creature that is a battle can block.",Only creatures that are both untapped and a battle can block.,Only creatures that are tapped can block.
What can a creature that is declared as a blocker legally block?,"An attacking creature, a planeswalker the defending player controls, or a battle the defending player protects.",A creature the defending player controls.,A planeswalker the attacking player controls.,A battle the attacking player protects.
Which planeswalker can a creature be assigned to block?,A planeswalker the defending player controls.,A planeswalker the attacking player controls.,"Any planeswalker, regardless of who controls it.",No planeswalker can be blocked.
What happens if a blocking declaration violates any restrictions?,The declaration of blockers is illegal.,The block becomes automatically legal if the player re‑declares.,The blocking creature is removed from combat.,The attacking creature is removed from combat.
Does an evasion ability that an attacking creature gains or loses after blockers are declared affect the legality of those blocks?,"No, it does not affect that block.","Yes, it makes the block illegal.",It forces all blockers to be removed.,It changes the power of the blocking creature.
Does gaining or losing an evasion ability after a legal block has been declared change that block?,"No, it doesn’t affect that block.","Yes, the block is altered immediately.",The attacking creature must be removed from combat.,All blockers are forced to leave the battlefield.
What does it mean that different evasion abilities are cumulative?,They stack together so that all of an attacking creature’s evasion abilities apply to blocking.,"Only the first listed evasion ability applies, the others are ignored.",Evasion abilities cancel each other out when a creature has more than one.,A creature can only have one evasion ability at a time; having multiple is not allowed.
Which creature can legally block an attacking creature that has both flying and shadow?,A creature that has both flying and shadow.,A creature that has only flying.,A creature that has only shadow.,A creature that has neither flying nor shadow.
Which combination of evasion abilities on an attacking creature makes it unblockable by a creature that has flying but no shadow?,flying and shadow,flying only,shadow only,first strike
Can a creature that has both flying and shadow be blocked by a creature that has flying but lacks shadow?,"No, it cannot be blocked.","Yes, it can be blocked.",Only if the blocking creature is tapped.,Only if the attacking creature is a land.
"Do evasion abilities such as flying and shadow stack, or does one override the other?",They are cumulative; both apply.,Only the last evasion ability applied takes effect.,They cancel each other out.,The creature must choose one evasion ability at the start of combat.
When is a declaration of blockers considered illegal according to rule 509.1c?,When the number of requirements being obeyed is fewer than the maximum possible number of requirements that could be obeyed without disobeying any restrictions.,When any blocking creature has a cost to block.,When the defending player has no creatures on the battlefield.,When the attacking creature has no evasion abilities.
"If a creature can’t block unless a player pays a cost, is that player required to pay the cost when declaring blockers?","No, the player is not required to pay that cost even if blocking with that creature would increase the number of requirements being obeyed.","Yes, the player must always pay the cost to use the creature as a blocker.",Only if the attacking creature has an evasion ability.,Only if the player chooses that creature as the sole blocker.
"When a creature can’t block unless a player pays a cost, what is the player’s obligation regarding that cost during the declare‑blockers step?","The player is not required to pay that cost, even if blocking with the creature would increase the number of requirements being obeyed.",The player must pay the cost in order for the creature to be able to block.,"The player may choose to pay the cost or not, but if they pay, the creature can block.",The player must pay the cost unless the opponent has no creatures to block.
