question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
Which of the following describes a possible attribute of a nontraditional Magic card?,"Oversized, have different card backs, or both",Smaller than traditional cards,Only available in digital format,Must use the standard Magic card size and back design
What are the possible physical differences that nontraditional Magic cards can have compared with traditional cards?,"They may be oversized, have different card backs, or both.",They can be printed on translucent paper.,They are required to have a holographic foil effect.,They must be stored in a separate deck.
What is the status of tokens in Magic’s rules?,"No, tokens are not considered cards.","Yes, tokens are treated as cards.",Tokens can be used in place of cards.,Tokens are legal in players’ decks.
Which statement is correct about a card‑sized game supplement that represents a token?,It is not considered a card for rules purposes.,It is considered a card.,It can be used as a regular card in play.,It must be in a player’s deck.
When does a card’s legal ownership affect the game rules?,only for the rules for ante,it determines who can tap the card for mana,it decides who can target the card with spells,it allows the card to be played from the graveyard
What is the sole rule that references the legal ownership of a card in the game?,the rules for ante,the rules for drawing a card,the rules for declaring attackers,the rules for activating abilities
Who is considered the owner of all cards in the planar deck during a Planechase game that uses the single planar deck option?,the planar controller,the player who first tapped the planar deck,the player who currently has control of the active planar card,a random player chosen at the start of the game
Under what condition is the planar controller considered the owner of all cards in the planar deck?,when the single planar deck option is used in a Planechase game,whenever a planar card is cast,when the game uses the multi‑deck variant,"during any game that involves planar cards, regardless of options"
Which rule number states that the planar controller is the owner of all cards in the planar deck in a Planechase game?,108.3a,901.6,400.11b,407.3a
"In all other cases, who is considered the owner of a card outside the game?",Its legal owner.,The player who last held the card in the game.,The player who currently has the card in their possession.,The player who started the game with the card in their sideboard.
"When a card has no controller because it is not a permanent or spell, which player should be considered its controller?",The card’s owner.,The player who last controlled the card.,The opponent of the player who last controlled the card.,No player; the card simply has no controller.
Can a nontraditional Magic card begin the game in any zone other than the command zone?,"No, it can only start in the command zone.","Yes, it can start in the battlefield.","Yes, it can start in the graveyard.","Yes, it can start in the library."
What happens if an effect tries to bring a nontraditional Magic card (other than a dungeon card) from outside the game into play?,The card remains outside the game.,The card enters the battlefield.,The card goes into the command zone.,The card is shuffled into the library.
What happens when an effect would bring a nontraditional Magic card other than a dungeon card into the game from outside the game?,it doesn’t; that card remains outside the game.,the card is moved to the command zone.,the card is put onto the battlefield.,the card is returned to its owner’s hand.
Which type of nontraditional Magic card can be brought into the game from outside the game?,Dungeon cards.,Nontraditional Magic cards that are artifacts.,Nontraditional Magic cards that are creatures.,Nontraditional Magic cards that are enchantments.
Which of the following is NOT considered an object?,a player's life total,a token,a card,a spell
Which of the following is an object?,a token,the battlefield,a game rule,a player's life total
"What does a spell or ability that refers to an object by card type or subtype (without mentioning a zone or words like “card,” “spell,” “source,” or “scheme”) refer to?",It refers to a permanent of that card type or subtype on the battlefield.,It refers to a card in your hand.,It refers to a spell currently on the stack.,It refers to a token created by that spell or ability.
"If an ability uses the description “a creature” but does not specify a zone or the word “card,” what type of object does it refer to?",It refers to a permanent creature on the battlefield.,It refers to a creature card in the graveyard.,It refers to a creature spell on the stack.,It refers to a creature token on the battlefield.
What does a spell or ability description that includes the word “card” and the name of a zone refer to?,a card matching that description in the stated zone,a creature with the same name as the zone,a permanent on the battlefield that has “card” in its name,a token that appears in the zone
"If a spell says “Target card in your graveyard,” what is being targeted?",a card in your graveyard,a creature that has the ability “graveyard”,a spell currently on the stack that has “graveyard” in its name,an emblem that was created in your graveyard
What does the word “spell” refer to when it appears in a card’s description?,a spell that is currently on the stack,a permanent on the battlefield,a card in a player's hand or library,a source of mana in a zone
"According to rule 109.2b, where can the referenced “spell” be found?",on the stack,on the battlefield,in the graveyard,in a player's hand or library
What does the word “source” refer to?,"A source of an ability, damage, or mana, in any zone.",A card that has the word “source” on its name.,A creature that is currently attacking.,The owner of the spell that cast it.
Which of the following is considered a source?,A spell on the stack.,A creature on the battlefield.,A player’s life total.,A face‑down card.
What does the phrase “this scheme” refer to when it appears in the text of an ability on a scheme card?,The scheme card in the command zone on which that ability is printed.,The scheme card currently in play.,The most recently activated scheme card.,Any scheme card in the command zone that has the same name as the one with the ability.
Which of the following is *not* considered an object characteristic according to the rules?,Whether a permanent is tapped or untapped,Whether a spell has a target,Whether an Aura enchants a creature,Whether an object has a mana cost
An object in play can have how many of its characteristics?,Some or all of them,Only those that are printed on the card,"None, all are optional",Exactly one
Which statement correctly describes the scope of object characteristics?,"They include name, mana cost, color, color indicator, card type, subtype, supertype, rules text, abilities, power, toughness, loyalty, defense, hand modifier, and life modifier, but not tapped status or ownership.","They include everything printed on the card, including its owner and controller.",They only consist of the object’s name and mana cost.,"They are defined by the current game state, not by the card’s text."
Who controls a triggered ability that has triggered but has not yet been placed on the stack?,The player who controlled the ability’s source at the time it triggered,The player who will cast the ability next,The player who last paid mana for the ability,The player who first announced the ability
Under what circumstance does a delayed triggered ability NOT follow the normal rule for controller assignment?,"It follows the normal rule unless it is a delayed triggered ability, which is controlled differently",It always follows the normal rule regardless of timing,It never follows the normal rule and is always controlled by the player who put the source into play,It follows the normal rule only if the source is a creature
Who controls an emblem?,The player who puts it into the command zone.,The player who first cast the spell that created the emblem.,The active player in the game.,The owner of the emblem.
"In a Planechase game, who controls a face‑up plane or phenomenon card?",The player designated as the planar controller.,The opponent.,The player who cast the last spell.,The player with the most life.
"In an Archenemy game, who controls each scheme card?",Its owner.,The planar controller.,The active player.,The player with the most cards in hand.
"When an object’s text uses the words “you” or “your”, to whom does the rule say these pronouns refer?","The object’s controller, its would‑be controller if someone is trying to play, cast, or activate it, or its owner if it has no controller.",The player who last dealt damage to the object.,The player who cast the object first.,The nearest opponent.
"For a static ability written on an object, who is the “you” referred to in its wording?",The current controller of the object on which the ability resides.,The owner of the object.,The last player who activated the ability.,The opponent who cast the object.
"In a triggered ability, “you” refers to which player, according to the rule?","The controller of the object when the ability triggered, unless it’s a delayed triggered ability.","The owner of the object, regardless of who controlled it when it triggered.",The player who last activated the ability that caused the trigger.,The nearest opponent to the object.
"For a static ability, whom does the pronoun “you” refer to?",the current controller of the object it’s on,the player who cast the ability,the owner of the object,the opponent who controls the object
"For an activated ability, whom does the pronoun “you” refer to?",the player who activated the ability,the current controller of the object it’s on,the owner of the object,the opponent who activated the ability
Which rule section explains how to determine the controller of a delayed triggered ability?,rules 603.7d–f,rules 601.2a–c,rules 604.1b–d,rules 605.4a–c
Who is considered the controller of a delayed triggered ability once it has triggered?,The player who controls the object when the ability triggers.,The player who owns the object when the ability was created.,The player who paid the cost to create the delayed trigger.,The player who first moved the object to the battlefield.
How is the controller of a delayed triggered ability determined?,"By the controller of the object when the ability triggers, except for delayed triggered abilities, which use the rules in 603.7d–f.","By the controller of the object at the time the ability was created, not when it triggers.","By the controller of the object when the ability triggers, but for delayed triggered abilities the original controller is kept.","By the controller of the object when the ability triggers, except for delayed triggered abilities, which use the rules in 603.7d–f."
What is a permanent in Magic: The Gathering?,A card or token on the battlefield that remains there indefinitely.,An instant spell that can be played from the graveyard.,A creature that can be sacrificed for a mana boost.,A spell that disappears after resolving.
How long does a permanent stay on the battlefield?,"Indefinitely, until it is removed by an effect or rule.",Only until the end of the turn.,Only until its controller chooses to sacrifice it.,Only until it is cast again.
When does a card or token become a permanent?,When it enters the battlefield,When it is turned into a creature during combat,When it is tapped by an opponent,When it is in the graveyard
What causes a card or token to stop being a permanent?,When it’s moved to another zone by an effect or rule,When the game ends,When the controller gains life,When a player draws a card from their library
Who is considered the owner of a permanent?,"The player who owns the card that represents the permanent, except when the permanent is a token, in which case it has a different owner.",The player who controls the permanent.,The player who cast the spell that created the permanent.,The player who started the game.
How is a permanent’s controller determined by default?,"By default, a permanent is controlled by the player under whose control it entered the battlefield.","By default, it is controlled by the owner of the card that represents it.","By default, it is controlled by the opponent of the owner.","By default, it is controlled by the player who last declared an ability of that permanent."
"If an effect instructs a player to put an object onto the battlefield, who controls it?",It enters under that player’s control unless the effect states otherwise.,It enters under the opponent’s control.,It enters under the controller of the creature that cast the effect.,It remains uncontrolled until a player chooses a controller later.
Which player is a permanent under by default when it enters the battlefield?,The player under whose control it entered the battlefield,Its owner,The player who cast its spell,No one
Do all permanents always have a controller?,Yes,"No, only those that are not tokens",Only if the controller has priority,Only if they are under combat
Who controls the permanent that a spell becomes when a player gains control of another player’s permanent spell?,The player who gained control of the spell,The original controller of the permanent,The player who put the spell onto the stack,The active player in the turn
What is the default controller of a permanent after a player has gained control of another player’s permanent spell?,The player who put the spell onto the stack,The player who gained control of the spell,The original controller of the permanent,The active player in the turn
What determines a nontoken permanent’s characteristics?,"They are the same as those printed on the card, modified by continuous effects.",They are determined by the player who cast the permanent.,They are randomly chosen each time the permanent enters the battlefield.,They depend on the number of lands the controller has in play.
Which type of effect can modify a nontoken permanent’s characteristics?,Any continuous effect.,Only activated abilities of creatures.,Only instant spells.,Only damage dealt to the permanent.
What are the six permanent types in Magic?,"artifact, battle, creature, enchantment, land, planeswalker","artifact, battle, creature, enchantment, land, instant","artifact, battle, creature, enchantment, land, sorcery","artifact, battle, creature, enchantment, instant, planeswalker"
Why are instant and sorcery cards never permanents?,Because they can’t enter the battlefield,Because they are always exiled after use,"Because they are only spell types, not card types",Because they are resolved before the player’s turn starts
"Which card type cannot become a permanent, even if it has other types that normally do?",instant,artifact,creature,land
What happens to a permanent that loses all its permanent types?,It remains on the battlefield; it’s still a permanent.,It is removed from the game.,It becomes a spell instead of a permanent.,It is turned face‑down and becomes an instant.
What are the four status categories a permanent can have?,"tapped/untapped, flipped/unflipped, face up/face down, phased in/phased out","tapped/untapped, frozen/thawed, face up/face down, phased in/phased out","tapped/untapped, flipped/unflipped, face up/face down, enchanted/enchanted","tapped/untapped, flipped/unflipped, face up/face down, blocked/blocked"
Which two values belong to the “tapped” status category?,"tapped, untapped","tapped, face up","tapped, flipped","tapped, enchanted"
What status category includes “phased in” and “phased out” as its possible values?,phased status,flipped status,face status,tapped status
Which of the following is **not** a status category for a permanent?,frozen status,tapped status,flipped status,phased status
Which of the following statements accurately describes how permanents handle status categories?,Each permanent always has one of these values for each of these categories.,Each permanent can have multiple values for a status category.,A permanent may have no status category.,Status categories only apply to creatures.
What default conditions does a permanent have when it enters the battlefield?,"It enters untapped, unflipped, face up, and phased in.","It enters tapped, flipped, face down, and phased out.","It enters tapped, face up, but not phased in.",It enters untapped but face down.
What does rule 110.5c say about a permanent’s status?,"A permanent retains its status until a spell, ability, or turn‑based action changes it, even if that status is not relevant to it.",A permanent’s status changes automatically when it enters the battlefield.,Status is treated as a characteristic of the permanent.,A permanent can never change status once it has been set.
When can a permanent’s status change according to rule 110.5c?,"When a spell, ability, or turn‑based action changes it.",When the permanent is tapped or untapped.,When the permanent is removed from combat.,When the permanent is moved to the graveyard.
Can a permanent keep a status that is not relevant to it?,"Yes, it retains that status until a spell, ability, or turn‑based action changes it.","No, a status that is not relevant is automatically removed.",Only relevant statuses can be retained by permanents.,It depends on the type of permanent whether the status is kept.
What does the Dimir Doppelganger’s activated ability cost and what happens when it is used?,"Pay {1}{U}{B} to exile a target creature card from a graveyard, then the Dimir Doppelganger becomes a copy of that card, except it keeps this ability.",Pay {1}{U}{B} to return a target creature card from a graveyard to its owner’s hand.,Pay {1}{U}{B} to destroy a target creature on the battlefield.,Pay {1}{U}{B} to copy any spell in play.
"After the Dimir Doppelganger copies a card, what is its status?","It becomes a copy of that card, except it retains the Dimir Doppelganger ability.",It becomes a copy but loses all abilities of the copied card.,It remains unchanged as it was before the ability was activated.,It is immediately destroyed when it copies a card.
"What does the phrase ""except it has this ability"" indicate when a creature becomes a copy of another card?","The creature retains the ability that caused it to copy, even though that ability is not normally part of the copied card.",The creature cannot use the ability that caused the copy.,The creature loses all abilities of the original card.,The creature’s mana cost changes to match the copied card.
"When a permanent becomes a copy of a card, does it keep the ability that caused the copy?","Yes, it keeps the ability that caused it to become a copy.","No, it loses all abilities.",Only if the original card had the ability.,Only if the ability is a static ability.
Why does the creature created by Dimir Doppelganger retain its Dimir Doppelganger ability after becoming a copy of Jushi Apprentice?,Because copy effects preserve the ability that caused the copy.,Because Jushi Apprentice also has Dimir Doppelganger ability.,Because the creature is a flip card.,Because the copy effect adds new abilities.
"When a creature that has already flipped becomes a copy of a flip card, what does it copy?","The flipped version of that card, retaining its own ability (e.g., Dimir Doppelganger)","The original, unflipped version of that card",A token that has no abilities,A creature that loses all abilities
Does a creature that has flipped and is a copy of a flip card keep the ability that allows it to copy other cards?,"Yes, it retains the ability to copy other cards","No, it loses the copying ability",It can only copy cards that are already in play,It can only copy cards that are not flip cards
"When a flipped permanent’s copy ability is activated and it targets a Nezumi Shortfang, what characteristics does it gain?","It gains the characteristics of Stabwhisker the Odious and the Dimir Doppelganger ability, It becomes a copy of Nezumi Shortfang without any flipped effects, It becomes a copy of Stabwhisker the Odious but loses the Dimir Doppelganger ability, It becomes a copy of Runeclaw Bear with its own abilities.",It becomes a copy of Nezumi Shortfang without any flipped effects,It becomes a copy of Stabwhisker the Odious but loses the Dimir Doppelganger ability,It becomes a copy of Runeclaw Bear with its own abilities
What ability does a flipped copy of Nezumi Shortfang possess?,"The Dimir Doppelganger ability, The Haste ability, The Flying ability, The Menace ability",The Haste ability,The Flying ability,The Menace ability
Does a face‑down card that is in exile count as a face‑down permanent?,"No, an exiled card that is face‑down has no correlation to a face‑down permanent.","Yes, it is treated as a face‑down permanent.",It automatically becomes a face‑down creature.,It is considered a face‑down artifact.
Which cards in the game possess status (tapped or untapped)?,Only permanents have status.,All cards in a player's hand have status.,Every card in exile has status.,All cards in a graveyard are considered to have status.
How are cards that are not on the battlefield treated in terms of tapping?,Cards not on the battlefield are neither tapped nor untapped.,They are considered tapped.,They are considered untapped.,They are considered tapped or untapped depending on the last action that affected them.
What is the tapped status of cards that are not on the battlefield?,They are neither tapped nor untapped.,They are considered tapped.,They are considered untapped.,Their tapped status depends on their physical orientation.
What is a token in the context of the game?,A token is a marker used to represent any permanent that isn’t represented by a card.,A token is a permanent that always appears as a physical card.,A token is a special type of permanent that can only be created by spells.,A token is a card that automatically becomes a permanent when it leaves the battlefield.
Who owns a token when it is created and under whose control does it enter the battlefield?,"The player who creates the token is its owner, and it enters the battlefield under that player’s control.",The token is owned by the opponent and enters the battlefield under the opponent’s control.,"The token is owned by the player who cast the spell that created it, but it enters under the opponent’s control.",The token has no owner and does not enter the battlefield until a player pays an additional cost.
What can the spell or ability that creates a token define for that token?,"Any number of its characteristics, such as type, color, power, toughness, abilities, and other attributes.",It can only set characteristics that the spell or ability explicitly defines.,It cannot set the token’s mana cost.,It cannot set the token’s controller’s life total.
Who is considered the owner of a token once it enters the battlefield?,The player who creates the token.,The owner is not the player who controls the spell.,The owner is not the opponent.,The owner is not automatically the active player.
Can a token have characteristics that were not defined by the spell or ability that created it?,"No, a token only has the characteristics explicitly defined by the creating spell or ability.","Yes, it inherits characteristics from the card that created it.","Yes, it automatically has all standard creature characteristics.","Yes, it can gain random characteristics as the game progresses."
What constitutes a token’s “text”?,The text defined by the spell or ability that creates the token.,The token’s printed mana cost.,The name of the player who created the token.,The number of times the token has been copied.
Are the characteristic values set by a token‑creating spell functionally equivalent to those printed on a normal card?,"Yes, they are functionally equivalent.","No, they are completely different.",They only apply to the token’s abilities.,They determine the token’s color but not its power or toughness.
What do the defined characteristic values of a token provide?,They define the token’s copyable values.,They give the token a hidden mana cost.,They allow the token to transform into another card.,They grant the token an infinite number of abilities.
Can a token have characteristics that were not defined by the spell or ability that created it?,"No, it can only have characteristics defined by that spell or ability.","Yes, it can acquire characteristics from other cards on the battlefield.",Only if the token is a legendary creature.,Only if the player pays an additional cost.
What is a true statement about a token’s characteristics?,Only the spell or ability that created the token defines all of its characteristics.,Tokens automatically have a mana cost.,Tokens inherit abilities from the base card type.,Tokens can change characteristics spontaneously during the game.
Which characteristic is a token guaranteed not to have unless it is explicitly defined by the ability that creates it?,A mana cost.,A power/toughness.,A name.,A subtype.
What characteristics does the token created by Jade Mage lack?,"It has no mana cost, supertypes, rules text, or abilities.",It has a mana cost of 2.,It has supertypes such as Legendary.,It has its own rules text.
What type of creature token does Jade Mage create?,A 1/1 green Saproling creature token.,A 2/2 red Dragon creature token.,A 0/0 black Zombie creature token.,A 3/3 white Angel creature token.
"When a spell or ability creates a token but does not give the token a specific name, how is the token’s name determined?",The token’s name is the same as its subtype(s) followed by the word “Token.”,The token keeps the name of the creature that created it.,The token receives a random name from a predefined list.,The token has no name until a player assigns one.
"If a token is named “Dwarf Berserker Token,” what are its creature subtypes?",Dwarf and Berserker,Token and Dwarf,Berserker and Token,Dwarf only
"Once a token is on the battlefield, what happens if you change its name?",Its subtype(s) remain unchanged.,Its subtype(s) also change to match the new name.,The token loses all abilities.,The token’s power and toughness become 0/0.
"If a token’s subtype(s) are altered after it has entered the battlefield, how does this affect the token’s name?",The name stays the same.,The name automatically updates to match the new subtype(s).,The token becomes untapped.,The token’s loyalty counters increase by one.
"If a token is created by a spell or ability that does not specify its name, what will its name be?",its subtype(s) followed by the word “Token”,it will have no name at all,it will inherit the caster’s name,it will simply be called “Token”
"After a token has entered the battlefield, does changing its name alter its subtype(s)?","No, changing the token’s name does not affect its subtype(s)","Yes, the subtype(s) update automatically with the new name",Only if the name change occurs before the spell resolves,It changes only if the token’s new name contains the original subtype(s)
"After a token has entered the battlefield, does changing its subtype(s) alter its name?","No, changing the token’s subtype(s) does not alter its name","Yes, the name updates to match the new subtype(s)",Only if the name and subtype are changed together,It only changes if the token originally had no name defined
What is the name of each token created by Dwarven Reinforcements?,Dwarf Berserker Token,Dwarf Berserker,Dwarf,Berserker
What creature types do the tokens created by Dwarven Reinforcements have?,Dwarf and Berserker,Dwarf,Berserker,Dwarf and Berserker Token
What will be the name of the token created by *Spitting Image* if it targets *Doomed Dissenter*?,Doomed Dissenter,Human Token,Doomed Dissenter Token,Boo
Which of the following names will NOT be used for the token created by *Spitting Image* when it copies *Doomed Dissenter*?,Human Token,Doomed Dissenter,Doomed Dissenter Token,Boo
What rules apply to a token with regard to permanent effects?,"It is subject to any rule or effect that affects permanents, including those that affect its card type or subtype.",Tokens are immune to all permanent effects.,Tokens only react to spells that directly target them.,Tokens are only affected by effects controlled by their owner.
Is a token considered a card?,"No, a token is not a card even if it is represented by a physical card that has a Magic back or that comes from a Magic booster pack.","Yes, a token is a card as long as it has a Magic back.",Tokens are only cards if they are created by a card that is currently on the battlefield.,Tokens become cards only when they are stored in the library.
Is a token considered a card in Magic: The Gathering?,"No, a token is not a card.","Yes, a token is a card.",A token can be shuffled into the library like a card.,Tokens are permanent cards that can be drawn.
"Even if a token is represented by a card that has a Magic back or came from a booster pack, what is its status?",It is still not a card; it is a token.,It is a playable card that can be shuffled into the library.,It becomes a card once it enters the battlefield.,It can be searched from the graveyard as a card.
What happens to a token that moves to a zone other than the battlefield?,It ceases to exist.,It remains on the battlefield until the end of the turn.,It turns into a card.,It becomes an artifact.
"When a token changes zones, what happens to its triggered abilities?",Applicable triggered abilities trigger before the token ceases to exist.,The triggered abilities are cancelled.,The token’s abilities are transferred to the new zone.,The token’s abilities remain but the token becomes an artifact.
What happens to triggered abilities when a token changes zones?,"The abilities trigger before the token ceases to exist,","The abilities are canceled immediately,","The abilities trigger after the token ceases to exist,",The abilities never trigger because tokens are not cards.
"If a token would change zones after it has left the battlefield, what happens to that token?","It remains in its current zone,","It is shuffled back into the deck,","It is immediately destroyed and removed from the game,",It returns to the battlefield as a new token.
What happens when a token that has left the battlefield tries to move to another zone?,It remains in its current zone and then ceases to exist the next time state‑based actions are checked.,It automatically returns to the battlefield.,It is ignored and continues to exist in the zone it left.,It becomes a permanent instead of a token.
Can a token that has left the battlefield move back onto the battlefield?,"No, it cannot move to another zone or come back onto the battlefield.","Yes, but only if a spell specifically allows it.",Only if the player pays an additional mana cost.,Only during the controller’s next turn.
What occurs if a token that has already left the battlefield would change zones?,It remains in its current zone instead.,It is immediately destroyed and removed from the game.,It is returned to the battlefield at the next upkeep.,It takes control of the player who created it.
"When a token that has departed the battlefield is instructed to move to another zone, how is that move handled?",The token stays in its current zone rather than moving.,The token moves to the owner's hand as a replacement effect.,The token is turned into a permanent creature.,The token is returned to the battlefield with a new name.
When does a token that has left the battlefield cease to exist?,It ceases to exist the next time state‑based actions are checked.,It disappears immediately as it leaves the battlefield.,It is exiled when it changes zones.,It is sent to the graveyard when it leaves the battlefield.
What is required to create a legendary token?,The effect must instruct the player to create a token that has the legendary supertype and a specified name.,The token must be a creature with at least three power and three toughness.,The token must have an activated ability that can be used any time.,The token must be a land that can tap for mana.
How can an effect instruct a player to create a legendary token that has a specific name?,"By writing “create [name], a [token characteristics] …”, listing the token’s traits along with its name.",By first creating a token and then using a separate command to rename it.,By simply saying “create a legendary token” and then choosing a name later.,By creating the token and then assigning the name to the token’s controller instead of the token itself.
"If an effect writes “create [name], a [characteristics] …”, what does the created object become?",It becomes a token that has the listed characteristics and the specified name.,It becomes a permanent on the battlefield that can later be renamed.,It becomes a creature with the given name but without the listed characteristics.,It becomes a new card that enters the battlefield under the player’s control.
What happens when an effect instructs a player to create a token with a given name?,It creates a token that has the listed characteristics and bears the specified name.,It creates a permanent with that name but no specified characteristics.,It creates a legendary creature that cannot be tokenized.,It creates a token but the name cannot be used for any other purpose.
What determines the characteristics of a token created when a card instructs a player to create a predefined token?,"The effect uses the token’s definition to determine its characteristics, and it may also modify or add to those characteristics.",The token automatically takes the characteristics of the creature that cast the card.,The token’s characteristics are chosen randomly by the player.,The token inherits the characteristics of the last creature that died.
Is it possible for an effect that creates a predefined token to change that token’s characteristics after it is created?,Yes; the effect may modify or add to the token’s predefined characteristics.,No; the token’s characteristics are fixed once created.,Only if the token is a legendary creature can its characteristics be altered.,Only the player may change the token’s characteristics after it is created.
Can the effect that creates a predefined token modify or add to the token’s predefined characteristics?,"Yes, the effect may modify or add to the token’s predefined characteristics.","No, the token’s characteristics are fixed once the token is created.","The effect can only change the token’s color, not its other characteristics.",The effect can only change the token’s type but not its abilities.
What does the rule allow the effect that creates a predefined token to do with the token’s characteristics?,The effect may modify or add to the token’s predefined characteristics.,The effect must leave the token’s characteristics unchanged.,The effect can only remove characteristics from the token.,The effect can only add new types to the token without altering existing characteristics.
What is the color of a Treasure token?,Colorless,Red,Blue,Green
What ability does a Treasure token have when it is tapped?,"{T}, Sacrifice this token: Add one mana of any color.","{1}, Sacrifice this token: Draw a card.","{3}, Sacrifice this token: Destroy target creature.","{T}, Sacrifice this token: Gain 5 life."
"Which token has the ability “{2}, {T}, Sacrifice this token: You gain 3 life.”?",Food token,Treasure token,Gold token,Land token
What ability does a Gold token grant when it is sacrificed?,Sacrifice this token: Add one mana of any color.,Sacrifice this token: Destroy all creatures.,Sacrifice this token: Draw two cards.,Sacrifice this token: Tap all untapped permanents.
Which token is described as a colorless artifact token with the text “Sacrifice this token: Add one mana of any color.” and no tap cost?,Gold token,Treasure token,Food token,Creature token
What is a Food token?,"colorless Food artifact token with “{2}, {T}, Sacrifice this token: You gain 3 life.”",a colorless creature token that can block monsters,a land token that can be tapped for mana,a card token that gives an opponent life
What happens when you sacrifice a Food token?,You gain 3 life.,You lose 3 life.,Your opponent gains 3 life.,Your life total stays the same.
What is the tap cost of activating a Food token’s ability?,{2} and tap.,{1} and tap.,{3} and tap.,"No cost, you just sacrifice it."
What effect does a Gold token produce when it is sacrificed?,Add one mana of any color.,Gain 3 life.,Scry 1 and then draw a card.,Put a creature onto the battlefield.
What is a Shard token?,a colorless Shard enchantment token.,a creature token.,a land token.,a planeswalker token.
What can you do when you sacrifice a Shard token?,"Scry 1, then draw a card.",Gain 3 life.,Destroy target creature.,Draw two cards.
What is the effect of activating a Clue token’s ability?,Draw a card.,Discard a card.,Add one colorless mana to your mana pool.,Shuffle your library.
How much mana must be paid to activate a Clue token’s ability?,Two generic mana.,One generic mana.,Three generic mana.,No mana.
"Which type of token is described as a colorless artifact token with the ability “{2}, Sacrifice this token: Draw a card.”?",Clue token.,Shard token.,Blood token.,Powerstone token.
What can a Powerstone token do when it is tapped?,"Add one colorless mana, and that mana cannot be spent to cast a non‑artifact spell.",Add one colored mana that can be spent to cast any spell.,Add two colorless mana.,It can be sacrificed to add mana.
What restriction applies to the mana produced by a Powerstone token?,The mana can’t be spent to cast a non‑artifact spell.,The mana can’t be used for any purpose.,"The mana can be spent to cast any spell, regardless of type.",The mana can only be used to pay for artifact spells.
What is an Incubator token?,A double‑faced token.,A single‑faced creature token that can be sacrificed for mana.,A token that can only be created by the card *Incubator*.,A token that is always green.
What ability does the front face of an Incubator token have?,{2}: Transform this token.,{T}: Add {C}.,"{1}, {T}, Discard a card, Sacrifice this token: Draw a card.","{3}, Tap: Destroy target creature."
What appears on the back face of an Incubator token?,A 0/0 colorless Phyrexian artifact creature named Phyrexian Token.,A 2/2 colorless artifact creature.,"A 1/1 creature with the keyword ""Phyrexian"".",An artifact with no creature type.
What color is an Incubator token?,Colorless,Red,Blue,Green
What happens when you activate the Incubator token’s front‑face ability?,It transforms the token into a 0/0 colorless Phyrexian artifact creature named Phyrexian Token.,It creates a new Incubator token.,It grants the token flying until end of turn.,It allows the token to tap for mana.
What is the back face of an Incubator token?,A 0/0 colorless Phyrexian artifact creature named Phyrexian Token.,A 1/1 colorless creature with flying.,A 2/2 artifact creature with trample.,A 0/0 colorless creature with protection from all colors.
What effect does a Royal Role token give to the creature it enchants?,It grants the enchanted creature +1/+1 and ward {1}.,It grants the enchanted creature +2/+2 and lifelink.,It grants the enchanted creature protection from all colors.,It grants the enchanted creature trample and first‑strike.
What is the meaning of ward {1} on a Royal Role token?,It forces you to pay 1 mana whenever a creature with ward is targeted by a spell or ability.,It allows the creature to block twice each combat.,It gives the creature the ability to tap for mana each turn.,It makes the creature indestructible while you control it.
"When a Wicked Role token is put into a graveyard from the battlefield, what effect does it trigger?",Each opponent loses 1 life.,The token is exiled instead of going to the graveyard.,The player who controlled the token draws a card.,Nothing happens; the token’s abilities are only active while on the battlefield.
What bonus does a Wicked Role token give to the creature it enchants?,Enchanted creature gets +1/+1.,Enchanted creature gets +2/+2.,Enchanted creature gains flying.,Enchanted creature becomes a 1/1 creature.
"When a Young Hero Role token attacks and its toughness is 3 or less, what happens?",A +1/+1 counter is put on it.,The attacking creature deals double damage.,The creature becomes tapped.,The creature dies immediately.
What type of token is a Young Hero Role token?,A colorless Aura Role enchantment token named Young Hero that can enchant a creature.,A green creature token.,A colorless artifact token.,A colorless instant token.
What is the cost and effect of activating a Map token?,"The Map token's ability costs {1}, {T}, and requires the token to be sacrificed; it then allows you to choose a target creature you control to explore.","The Map token's ability costs {2}, {T}, and allows you to choose a target creature you control to draw a card.","The Map token's ability costs {1}, {T}, and allows you to choose a target creature you control to destroy.","The Map token's ability costs {1}, {T}, and allows you to choose a target creature you control to put a +1/+1 counter on it."
When can you activate the Map token's ability?,"Only as a sorcery, meaning you can activate it during your main phase when the stack is empty.","Only as a spell, meaning you can activate it at any time you could cast a spell.","Only during combat, meaning you can activate it only when combat is happening.",Only during your opponent’s turn.
What type and color is a Map token?,It is a colorless Map artifact token.,It is a colorless creature token.,It is a colorless sorcery token.,It is a red artifact token.
What does the “explores” effect do when a creature explores?,"When a creature explores, it taps and the controller may choose to either put the top card of their library onto their hand or discard the top card of their library.","When a creature explores, it taps and the controller draws a card.","When a creature explores, it taps and the controller loses life equal to its power.","When a creature explores, it taps and the controller may exile a card from their hand."
During which type of turn can the Map token’s ability be activated?,only during a sorcery‑speed turn,only during an instant‑speed turn,"any turn, as long as you control the token",only during the opponent’s turn
What does the phrase “Activate only as a sorcery” restrict in a Magic: The Gathering ability?,"It limits activation to a sorcery‑speed turn, when no other spells or abilities are being cast",It allows activation only while you are the active player,It means the ability can be activated during any instant‑speed interaction,It requires the player to pay an additional mana cost to activate the ability
