question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
How is seating order determined when no variant or option prescribes otherwise?,By any mutually agreeable method.,Randomly by drawing lots.,In the order players joined the game.,Alphabetically by player names.
How can players determine seating order in a multiplayer Magic: The Gathering game?,"They can agree to remain where they were before the game began, roll dice to determine seating order, or use another mutually agreed method.",They must always use a random number generator to decide seating.,The player who drew the most cards decides the seating order.,They must sit in alphabetical order of last names.
What effect does a player’s first mulligan have in a multiplayer game?,It doesn’t count toward the number of cards that player will put on the bottom of their library or the number of mulligans that player may take.,It forces the player to immediately draw an extra card.,It automatically ends the player’s turn.,It doubles the number of cards the player must put on the bottom of their library.
"In a multiplayer game, how are subsequent mulligans treated?",They are counted toward the number of cards that player will put on the bottom of their library and the number of mulligans that player may take.,They are ignored.,They are treated the same as the first mulligan.,They always count as two mulligans.
"In a Two‑Headed Giant game, what happens to the team that plays first during the draw step of their first turn?",They skip the draw step of their first turn.,They draw two cards.,They shuffle their deck.,They skip the entire first turn.
What is the “range of influence” in a multiplayer game of Magic?,"the maximum distance from that player, measured in player seats, that the player can affect",the number of spells a player may cast in a single turn,the number of players a commander can target with a single ability,the total number of life points a player can gain from a single life‑gain spell
Which variant always uses the Limited Range of Influence Option?,Emperor,Eternal,Commander,Planeswalk
In what type of multiplayer games is the Limited Range of Influence Option often employed?,Games involving five or more players,Two‑player duels,One‑player solo challenges,Standard five‑person draft tournaments only when using a commander deck
Who is considered to be within a player's range of influence?,Players within that many seats of the player.,All players in the game.,Only the player himself.,Players who control objects that the player controls.
What does a player’s range of influence cover?,"Spells, abilities, effects, damage dealing, attacking, making choices, and winning the game",Only the mana that the player generates during their turn,The color identity of all permanents the player controls,The number of cards the player may draw during the game
What are the most commonly chosen limited ranges of influence?,1 seat and 2 seats,0 seat,3 seat,4 seat
"If a player has a range of influence of 1 seat, which players are within that range?",You and the players seated directly next to you,All players in the game,Only you,Your opponent only
Which rule number defines the concept of range of influence?,801.2a,801.1b,802.3a,800.5c
What does a range of influence of 2 include?,"The player themselves, plus the two players to the left and the two players to the right.",Only the player and the player directly to the left.,The player and the four players on either side of the table.,The player and the opponent in a two-player game.
How many players are within a range of influence of 2?,Five players.,Three players.,Seven players.,One player.
"According to the rules, is a player always within their own range of influence?","Yes, a player is always within their own range of influence.","No, a player is only within the range of influence of other players.",A player can be outside of their own range of influence under certain conditions.,A player is never within their own range of influence.
When are the particular players within each player's range of influence determined?,At the beginning of each turn.,During the player's upkeep.,At the end of the turn.,When the player is dealt damage.
Why does Carissa enter Alex’s range of influence when Rob leaves the game?,Because the number of seats between Alex and Carissa decreases to within Alex’s range of influence.,Because Carissa’s mana pool increases.,Because Alex receives an extra bonus life.,Because Rob’s game card is destroyed.
What determines which players are within a player’s range of influence?,The number of seats between the player and the other players.,The total mana available to each player.,The order of cards in each player’s hand.,The color of each player’s avatar.
What must be true for an object to be considered within a player’s range of influence?,It is controlled by that player or by another player within that many seats of that player.,It is controlled by any opponent regardless of seat distance.,It must be on the same side of the board as the player.,It is automatically within range if the player has any creatures in play.
Under what condition is a battle within a player’s range of influence?,The battle is protected by that player or by another player within that many seats of that player.,"The battle is simply on the battlefield, regardless of protection.",The battle must be adjacent to the player’s controlled planeswalkers.,The battle is within range only if it involves the player’s own planeswalkers.
"If a player’s range of influence is 2, how many seats away can another player’s controlled object be and still be within that range?",Within two seats.,Within three seats.,Only on the same seat.,The distance does not matter; all objects are always within range.
When is a battle considered within a player’s range of influence?,When it is protected by that player or by another player within that many seats of that player.,When the battle occurs on the battlefield of a planeswalker the player controls.,When the battle has at least one creature controlled by that player.,When the battle is in the same zone as the player’s life total.
Which entities can a creature attack?,"Only opponents within the controller's range of influence, planeswalkers controlled by those opponents, and battles protected by those opponents.","Any opponent, regardless of distance.",Only creatures controlled by the controller.,"Any planeswalker, regardless of who controls it."
What condition must be satisfied for a creature to be able to attack?,The creature's controller must have at least one opponent within the controller's range of influence.,The creature may attack opponents even if no opponent is within range.,The creature can attack any opponent or planeswalker as long as it can be targeted by its ability.,The creature can attack only the planeswalker it is attached to.
What happens if a player has no opponents within their range of influence?,Creatures that player controls can’t attack.,The player may still attack opponents at a distance.,The player can attack any planeswalker on the battlefield.,The player’s creatures can attack any battle regardless of protection.
What happens to a player’s creatures when no opponents are within that player’s range of influence?,They cannot attack.,They cannot block.,They cannot be targeted by spells.,They lose all abilities.
Can a player target an opponent who is outside their range of influence with a spell or ability they control?,"No, a spell or ability cannot target a player outside the caster’s range of influence.","Yes, but only if the opponent has no active creatures.",Only if the spell is cast from the opponent’s side of the battlefield.,The target can be chosen only during the opponent’s upkeep phase.
"When the limited range of influence option is used, how must a player make choices on cards that require them to select an object or player?",They must choose an object or player within their range of influence.,They can choose any object or player regardless of range.,They must wait until the opponent chooses first.,They must choose a random object or player.
"When a player is asked to choose an object or player, what restriction does the rule impose?",They must choose one within their range of influence.,They may choose any object or player regardless of range.,They must choose an opponent’s player.,They must choose an object that has the same mana cost as the card being played.
"When Alex activates Cuombajj Witches in a game with a range of influence of 1 and targets Rob, why must Rob choose a target that is within both his own range of influence and within Alex’s range of influence?",Rob must choose a target that’s in both his range of influence and in the range of influence of the controller of Cuombajj Witches.,"Rob can choose any target on the battlefield, regardless of distance.",Rob is required to pick the opponent’s most powerful creature.,"Rob may select any permanent, even those outside the board."
"In the example where Alex is seated to the left of Rob and both are within a range of influence of 1, which player does Alex choose as the opponent who picks the second target of Cuombajj Witches’ ability?",Alex chooses Rob as the opponent who picks the other target.,Alex chooses himself as the opponent.,Alex chooses a random opponent.,Alex does not choose an opponent; the game chooses for him.
What must Rob do when he is required to pick the second target of Cuombajj Witches’ ability in the described game setup?,Rob must choose a target that’s in both his range of influence and in the range of influence of the controller of Cuombajj Witches.,"Rob may pick any target, even one far away.",Rob must always choose a creature.,Rob must choose a target that deals damage to him.
What happens when you tap Cuombajj Witches?,Cuombajj Witches deals 1 damage to any target and 1 damage to any target of an opponent’s choice.,It deals 1 damage to all creatures and planeswalkers on the battlefield.,It forces all creatures you control to lose 1 life.,It returns all cards from the graveyard to your hand.
Who selects the second target when Cuombajj Witches is activated?,An opponent of the controller of Cuombajj Witches.,The controller of Cuombajj Witches chooses both targets.,The chosen first target chooses the second target.,The game’s arbiter chooses the second target.
What can a player choose when a target must be in both his range of influence and the controller’s range of influence?,"Himself, Alex, or a creature controlled by either him or Alex.",Only creatures the player controls.,Only creatures the controller controls.,Any creature on the battlefield regardless of range.
"When a player must choose between one or more options, can they make that choice even if the options involve objects or players outside their range of influence?","Yes, they can make the choice.","No, they cannot choose options that refer to objects outside their range.",They can only choose options if the objects are within their range of influence.,They must always choose within their own range of influence.
What does rule 801.5b allow a player to do when asked to choose between options?,It allows the player to choose between those options even if the options refer to objects or players outside the player’s range of influence.,It requires the player to ignore options that refer to objects outside their range.,It restricts the player to choosing only options that involve objects within their range.,It states that the player cannot make any choice under these circumstances.
What can Carissa choose in Alex’s spell?,Yes – she can choose the mode of Alex’s spell even though she is outside Alex’s range of influence.,No – only Alex can choose.,Only Rob can choose.,The choice must be made by the spell’s caster.
What is Alex’s range of influence?,2,1,3,0
Where is Carissa seated relative to Rob?,To the right of Rob,To the left of Rob,Opposite side of Rob,Next to Alex
"In the example where Alex casts a spell that reads, “An opponent chooses one — You draw two cards; or each creature you control gets +2/+2 until end of turn,” and Alex selects Carissa to make that choice, who may choose the mode even if Alex is out of Carissa’s range of influence?",Carissa,Alex,Rob,Nobody
Can Carissa choose the mode of Alex's spell even though Alex is out of her range?,"Yes, Carissa can choose the mode","No, only Alex can choose the mode",Only the nearest player to Alex can choose,The game forces a random choice
"According to rule 801.5c, who makes a choice if no player is within the controller’s range of influence?",The closest appropriate player to the controller’s left makes the choice,The controller themselves must make the choice,A random player is chosen,The game defaults to the first available mode
Which player is forced to separate the five revealed cards into two piles in the example described?,The nearest opponent to the Emperor’s left,The Emperor himself,A random opponent in the game,The opponent who would have been the farthest to the right
"When an effect requires a choice and no player is within the controller’s range of influence, who makes that choice?",The closest appropriate player to the controller’s left,The controller themselves,A random player in the game,The opponent who would have been the farthest to the right
What is the outcome of the Fact or Fiction spell in the example?,Reveal the top five cards of the Emperor’s library; an opponent separates them into two piles; the Emperor puts one pile into his hand and the other into his graveyard.,The Emperor places all five cards into his graveyard.,The opponent puts all five cards into the Emperor’s hand.,The Emperor discards the five cards without revealing them.
What happens to the piles of cards revealed by *Fact or Fiction*?,Put one pile into your hand and the other into your graveyard.,Shuffle both piles back into the library.,Discard both piles.,Deal damage equal to the total number of cards in the piles.
What does rule 801.6 say about a player activating an object's activated abilities when that object is not within their range of influence?,A player cannot activate the activated abilities of an object outside of their range of influence.,A player can activate the activated abilities of an object outside of their range of influence if the object is friendly.,A player can activate the activated abilities of an object outside of their range of influence during their opponent's turn.,A player can only activate abilities of objects outside of their range of influence if the object is in a graveyard.
What condition must be met for a triggered ability to actually trigger?,The trigger event must happen entirely within the range of influence of the ability’s controller.,The ability’s controller must be the one who initiated the event.,The ability’s source must be untapped.,The event must be in the player’s hand.
Why does Rob’s first Aura trigger in this scenario?,Because the entire event (Runeclaw Bear becoming blocked) happens within Rob’s range of influence.,Because Rob is controlling the Aura.,Because Alex is seated to the left of Rob.,Because the Aura has a different trigger condition.
Which Aura triggers when the enchanted creature becomes blocked by a creature?,The Aura with the trigger condition “Whenever enchanted creature becomes blocked by a creature.”,The Aura with the trigger condition “Whenever enchanted creature becomes blocked.”,The Aura that is attached to Alex’s Runeclaw Bear.,The Aura that has no trigger condition.
"In the example, which player is within Rob’s range of influence?","Alex, who is seated to the left of Rob.",The player to Rob’s right.,Rob himself.,The opponent who attacked Alex.
Why does Rob’s first Aura trigger while his second Aura does not when Alex’s Runeclaw Bear becomes blocked?,"Because the entire blocking event occurs within Rob’s range of influence, satisfying the trigger condition for the first Aura, while the second Aura’s trigger requires the blocking creature—located outside Rob’s range—to be involved.","Because Rob’s second Aura has a stricter rule that ignores all blocking creatures, regardless of range.","Because the first Aura is attached to the creature, whereas the second Aura is attached to the player.",Because Rob’s range of influence is infinite for the first Aura but limited for the second.
What is the trigger condition that fails to trigger Rob’s second Aura when Alex’s Runeclaw Bear is blocked?,“Whenever enchanted creature becomes blocked by a creature.”,“Whenever enchanted creature becomes tapped.”,“Whenever enchanted creature attacks.”,“Whenever enchanted creature is dealt damage.”
Why does Rob’s first Aura trigger when Runeclaw Bear becomes blocked?,Because the entire event (the creature becoming blocked) occurs within Rob’s range of influence.,Because the blocker has an activated ability that Rob can use.,Because Rob controls both the Bear and the Aura.,Because the event includes the blocking creature.
Why does Rob’s second Aura not trigger when Runeclaw Bear becomes blocked by a creature?,"Because the event includes the blocking creature, which is outside Rob’s range of influence.",Because the blocked creature has no enchantments on it.,Because the event never happens within Rob’s range of influence.,Because the trigger condition is written incorrectly.
What is the key factor that determines whether an Aura’s trigger will activate in this scenario?,Whether the blocking creature is outside the controller’s range of influence.,The color of the Aura.,The power and toughness of the enchanted creature.,The amount of mana spent to cast the Aura.
Why does Rob’s second Aura not trigger when Alex’s Runeclaw Bear becomes blocked?,Because the blocking creature is out of Rob’s range of influence.,"Because the aura can only trigger on attacks, not blocks.",Because the bear is already tapped.,Because Rob has already used his triggering ability earlier.
"According to the rules, which circumstance prevents an aura’s triggered ability from activating when a creature becomes blocked?",The blocking creature must be within the aura‑owner’s range of influence.,The aura must have a higher mana cost than the creature.,"The creature must be attacking a player, not a planeswalker.",The aura’s controller must be in a different zone.
What determines whether an ability triggers when an object moves into or out of a player's range of influence?,Use the game state before or after the event as appropriate,Only the game state after the event,Only the game state before the event,The ability never triggers if the object moves into range
Which rule specifies how to handle triggers involving range of influence?,Rule 801.7a,Rule 603.6,Rule 603.10,Rule 801.1
"If an object moves out of a player's range of influence, which game state is considered to decide if a trigger will happen?",The game state before the event,The game state after the event,The game state at the beginning of the turn,The game state at the end of the turn
What does the Extractor Demon’s ability do when another creature leaves the battlefield?,You may have target player mill two cards.,You may sacrifice a creature to draw a card.,The creature gains indestructible until end of turn.,The player may pay life to prevent the mill effect.
Which Extractor Demon’s ability triggers when the Runeclaw Bear leaves the battlefield?,Carissa’s Extractor Demon,Alex’s Extractor Demon,Both Demons,Neither Demon
What must be true for an Aura to legally enchant a target?,The target must be within the controller’s range of influence.,The target must already be enchanted by another Aura.,The Aura must have a mana cost paid.,The target must be a creature.
What happens to an Aura if it is attached to an illegal object or player?,It is put into its owner's graveyard as a state-based action.,It is destroyed and removed from play.,It stays on the battlefield but cannot affect the illegal target.,It is exiled.
What restriction does the game impose on an Equipment when choosing a creature to equip?,It can’t equip an object outside its controller’s range of influence.,"It can equip any object, regardless of controller.",It must equip only enchanted creatures.,It can’t equip a creature that has already attacked.
What restriction does the game impose on a Fortification when choosing a creature to fortify?,It can’t fortify an object outside its controller’s range of influence.,"It can fortify any object, regardless of controller.",It must fortify only creatures that are currently attacking.,It can’t fortify a creature that has already attacked.
What is a state‑based action?,An automatic check the game performs to enforce rules.,A special spell that can only be cast from your graveyard.,A keyword ability that lets creatures ignore summoning sickness.,A rule that forces players to draw two cards at the start of each turn.
Which rule number defines state‑based actions?,704,701,702,720
What does rule 801.10 say about how spells and abilities interact with objects or players outside a controller’s range of influence?,"Spells and abilities can’t affect objects or players outside their controller’s range of influence; the parts of the effect that try to affect an out‑of‑range object or player do nothing, while the rest of the effect works normally.",Spells and abilities can affect out‑of‑range objects if the controller pays extra mana.,The entire effect is negated if any part attempts to affect an out‑of‑range object.,Only creatures outside range are ignored; all other effects still apply.
"In a six‑player game where each player has a range of influence of 1, how many players’ creatures are affected by a spell that says “deal 2 damage to each creature”?","Alex’s spell affects creatures controlled by Alex, the player to Alex’s left, and the player to Alex’s right.",All creatures in the game.,Only Alex’s creatures.,"No creatures, because the spell’s effect is too wide."
What happens to the portion of a spell’s effect that attempts to affect an out‑of‑range object?,That portion of the effect does nothing.,The entire spell is countered.,The effect applies to a random in‑range object instead.,The player loses the ability to use that spell again.
"When a spell or ability includes an effect that targets an object or player outside the caster’s range of influence, what happens to that part of the effect?",It does nothing.,It is redirected to the nearest in‑range target.,It still applies but at half damage.,The entire spell is countered.
"In a six‑player game where each player’s range of influence is 1, which creatures are affected by Pyroclasm, a spell that reads “Pyroclasm deals 2 damage to each creature”?","Creatures controlled by the caster, the player to the left, and the player to the right.",All creatures on the battlefield.,Only the caster’s creatures.,All creatures except those of the player to the right.
Which creatures receive damage when Alex casts Pyroclasm in a six-player game where each player’s range of influence is 1?,"Creatures controlled by Alex, the player to Alex’s left, and the player to Alex’s right.",All six players’ creatures.,Only Alex’s own creatures.,No creatures at all.
"In the same scenario, which creatures do not receive damage from Pyroclasm?","Creatures controlled by any player who is not immediately adjacent to Alex (i.e., the player two seats away and the player three seats away).",All creatures that are not controlled by Alex.,Every creature on the battlefield.,All creatures controlled by Alex.
What happens to creatures that are not within a player's range of influence when a spell like Pyroclasm is cast?,No other creatures are dealt damage.,They take half the damage.,They take damage only after the spell resolves.,They are unaffected but their abilities are suppressed.
"If a spell or ability tries to affect an out-of-range creature, what is the result?",The part of the effect that attempts to affect the out-of-range creature does nothing.,The effect is ignored entirely.,The effect reduces the damage dealt to the creature.,The creature takes damage but the amount is cut in half.
From where does a spell or ability that requires information from the game draw that information?,Only from within its controller’s range of influence.,From the entire game state.,From all players’ ranges of influence.,From the controller’s deck.
What type of objects or events does a spell or ability that requires information from the game not see?,Objects or events outside its controller’s range of influence.,Objects or events inside its controller’s range of influence.,Only the controller’s own creatures.,Only the controller’s own actions.
Which creatures does Coat of Arms consider when granting its +1/+1 bonus in a six‑player game where each player has a range of influence 1?,"Creatures controlled by the creature’s controller, the player to the left, and the player to the right.",All creatures on the battlefield.,Only creatures controlled by the creature’s controller.,Creatures controlled by any player within two players’ distance.
What does the controller’s range of influence limit for the Coat of Arms bonus?,It restricts the bonus to creatures within the controller’s range of influence.,It allows the bonus to apply to every creature on the battlefield regardless of location.,It excludes the controller’s own creatures from receiving the bonus.,It only considers creatures of the same type as the controller.
How does Coat of Arms calculate the +1/+1 bonus for a creature under a player’s control?,It counts each other creature on the battlefield that shares at least one creature type with the creature **and is controlled by a player within the controller’s range of influence**.,"It counts all creatures on the battlefield, regardless of type or controller.",It only counts creatures controlled by the same player as the creature.,It only counts creatures that are adjacent to the creature on the battlefield.
"If a creature controlled by a player is outside the range of influence of the player whose Coat of Arms is on the battlefield, does that creature contribute to the bonus given by that Coat of Arms?","No, creatures controlled by players outside the range of influence are not counted.","Yes, it always contributes to the bonus.",Only if the creature shares a type with the controlling player.,Only if the creature is a token.
"In the example where Alex controls Coat of Arms and Rob sits to Alex’s right, which creatures contribute to the bonus given to Rob’s creatures by that Coat of Arms?","Creatures controlled by players within Alex’s range of influence, even if those players are not within Rob’s range of influence.",Only creatures controlled by Rob.,Only creatures controlled by players within Rob’s range of influence.,All creatures on the battlefield.
What creatures contribute to the bonus that Coat of Arms gives Rob’s creatures?,Creatures controlled by players within Alex’s range of influence,Rob’s own creatures only,Creatures controlled by players within Rob’s own range of influence,All creatures on the battlefield
Why does the player sitting to Alex’s left not provide bonuses to Rob’s creatures through Coat of Arms?,Because that player is out of Rob’s range of influence,Because that player is inside Rob’s range of influence,Because that player has no creatures on the battlefield,Because that player is not controlled by Alex
Does Coat of Arms consider creatures controlled by players outside Rob’s range of influence?,"No, it only considers creatures controlled by players within Alex’s range of influence, even if those players are outside Rob’s range","Yes, it considers all creatures on the battlefield","Yes, it considers only creatures controlled by players within Rob’s range of influence","No, it considers only Rob’s own creatures"
Under what condition does the world rule apply to a permanent?,only if other world permanents are within its controller’s range of influence,the world rule always applies to every permanent,the world rule applies only to creatures that are in combat,the world rule applies only when the controller has paid the permanent’s upkeep
What must be true for a world permanent’s effects to be considered by the world rule?,there must be other world permanents within its controller’s range of influence,the permanent must be the active player’s flagship card,the permanent must have a mana cost of five or more,the permanent must be controlled by a player who has more than five creatures on the battlefield
What is the primary function of replacement and prevention effects in the game?,They watch for a particular event to happen and then completely or partially replace that event.,They automatically grant additional life to a player when damage is dealt.,They cause all opponents to lose a card each time a spell is cast.,They allow a creature to ignore all blockers once per turn.
"If a replacement effect modifies an event in a way that cannot be carried out, what must the player do?",The player simply ignores the impossible instructions.,The game rolls back to the start of the turn and restarts it.,The player must pay a penalty equal to the number of missing instructions.,The player is forced to discard all cards that could have fulfilled the instructions.
"If a replacement effect modifies an event to include instructions that cannot be carried out, what does the player do?",The player simply ignores the impossible instructions.,The player must pay an additional mana cost to cancel the effect.,The player is forced to discard a card from their hand.,The player rewrites the instructions on the spot.
What occurs when a replacement effect attempts to cause a spell or ability to affect an object or player that lies outside the controller’s range of influence?,That portion of the event does nothing.,The replacement effect applies regardless of the range.,The player must pay an additional cost to complete the effect.,The entire spell or ability is automatically canceled.
"According to the rules, if a replacement effect targets something beyond a controller’s range of influence, which part of the event is affected?",The affected portion of the event does nothing.,The entire event is redirected to the nearest valid target.,The replacement effect is ignored entirely.,The controller gains an extra mana to make the effect valid.
How much damage does Rob ultimately receive when Lava Axe resolves?,2 damage,5 damage,3 damage,0 damage
Why does Carissa receive no damage in this example?,"Because Carissa is outside Alex’s range of influence, so the replacement effect cannot redirect damage to her.",Because Captain’s Maneuver simply does not work.,Because Carissa has an indestructible status.,Because the damage was already dealt to another creature.
"If Carissa were within Alex’s range of influence, how would the damage from Lava Axe be divided?",3 damage to Carissa and 2 damage to Rob (the remaining damage that couldn’t be redirected),All 5 damage to Carissa,"5 damage to Rob, none to Carissa",2 damage to Carissa and 3 damage to Rob
"In the example, how much damage does Lava Axe deal to Rob?",2 damage,3 damage,5 damage,0 damage
"In the example, how much damage does Lava Axe deal to Carissa?",0 damage,3 damage,2 damage,5 damage
What is the effect of Captain’s Maneuver when X is equal to 3?,It redirects the next 3 damage that would be dealt to the chosen target to another target.,It deals 3 damage to the chosen target.,It creates three 1/1 creature tokens.,It prevents all damage to the chosen target.
Why does Lava Axe deal 2 damage to Rob and no damage to Carissa?,Because Carissa is not in Alex’s range of influence.,Because Captain’s Maneuver redirected the damage to Carissa.,Because Carissa was already destroyed before Lava Axe resolved.,"Because Lava Axe only damages players, not creatures."
Who receives damage when Lava Axe resolves in the example?,Rob receives 2 damage.,Carissa receives 5 damage.,Both Rob and Carissa receive damage.,No one receives damage.
"When a spell or ability creates a damage‑prevention effect but does not name a specific source or recipient, the effect prevents damage only if",both the source of the damage and the intended recipient are within the controller’s range of influence. (first correct answer),the effect works regardless of range of influence.,it works only if the source is within range of influence.,it works only if the recipient is within range of influence.
A damage‑prevention effect that targets a permanent or player can affect that permanent or player only if,the permanent or player is within the controller’s range of influence.,the permanent or player is anywhere on the battlefield.,the permanent or player is outside the controller’s range of influence.,the permanent or player is controlled by the opponent.
What determines whether a damage‑preventing spell or ability can only affect permanents and players within the controller’s range of influence?,When the spell or ability creates an effect that prevents damage that would be dealt to a permanent or player.,When the spell or ability creates an effect that prevents damage that would be dealt by a creature in combat.,When the spell or ability creates an effect that prevents damage that would be dealt to a player only.,When the spell or ability creates an effect that prevents all damage on the battlefield.
When does a damage‑preventing effect that doesn’t specify a source or a would‑be recipient only work if both are within the controller’s range of influence?,When neither the source nor the would‑be recipient of the damage is specified.,When the source is a creature but the recipient is a player.,When the effect is created by a spell that deals damage instead of preventing it.,When the spell is cast during the combat damage step.
An effect that prevents damage but does not specify the source or the would‑be recipient applies only if what condition is met?,Both the source of the damage and the would‑be recipient are within the controller’s range of influence.,Either the source or the recipient is within the controller’s range of influence.,Only the source is within the controller’s range of influence.,The effect has no range of influence at all.
Who is within Alex’s range of influence?,Rob,Carissa,Alex,None
Who is not within Alex’s range of influence?,Carissa,Rob,Alex,None
What damage does Alex’s enchantment prevent?,All damage that would be dealt by creatures.,All damage that would be dealt by spells.,All damage that would be dealt by any source.,No damage is prevented.
Does Alex’s enchantment prevent damage dealt by Lightning Blast?,"No, it only prevents damage dealt by creatures.","Yes, it prevents all damage dealt by spells.","Yes, it prevents damage dealt to the creature only.",It prevents damage from all sources.
Does Alex’s enchantment that reads “Prevent all damage that would be dealt by creatures” prevent the combat damage dealt by Carissa’s attacking creature to Rob?,"Yes, the combat damage is prevented.","No, the combat damage goes through to Rob.",It only prevents non‑combat damage from creatures.,"It only prevents damage that is dealt to creatures, not to players."
What does Lightning Blast do when it is cast?,Deals 4 damage to any target.,Deals 4 damage to a creature only.,Deals 4 damage to a creature and creates a 4/4 token.,Deals 4 damage to a creature only if the target is an opponent.
Does the damage from Lightning Blast get prevented by an enchantment that prevents all damage that would be dealt by creatures?,"No, because Lightning Blast is a spell, not a creature.","Yes, it is prevented because the enchantment stops all damage.",It is prevented only if the target is a creature.,It is prevented only for the controller’s creatures.
Which effect prevents the damage that Lightning Blast would deal to Rob?,Mending Hands prevents the damage.,Lightning Blast ignores all prevention effects.,Fog is required to stop damage from Lightning Blast.,No effect can prevent damage from Lightning Blast.
Which player has range of influence over Rob in the described scenario?,Alex has range of influence over Rob.,Carissa has range of influence over Rob.,Rob has self‑range of influence.,Neither player has range of influence over Rob.
Which player is the attacker in the combat described?,Carissa,Rob,Alex,Fog
Which player is the blocker in the combat described?,Rob,Carissa,Alex,Fog
What effect does Fog have when it is cast during combat?,Prevent all combat damage that would be dealt this turn.,Prevent all damage that would be dealt to any player this turn.,Allow creatures to deal damage without being blocked.,Double all combat damage dealt this turn.
"What happens when a spell or ability declares that the game is a draw, according to rule 801.15?",The game is a draw for that spell or ability’s controller and all players within that player’s range of influence.,All players immediately lose the game.,Only the player who cast the spell is declared a draw.,The game continues as normal but the spell is ignored.
Which players are considered to have drawn the game under rule 801.15?,The spell or ability’s controller and all players within that player’s range of influence.,Only the controller of the spell or ability.,Every player in the game regardless of influence.,No players are considered to have drawn; the game just ends.
"When a spell or ability declares the game a draw for its controller and all players within that controller’s range of influence, what happens to those players?",They leave the game.,The game ends for everyone.,They lose the game.,They are forced to shuffle their libraries.
"After the players who were part of a declared draw leave the game, what does the rule say about the remaining players?",All remaining players continue to play the game.,All remaining players are eliminated.,All remaining players must surrender their hands.,The game automatically ends with no further actions.
Which types of effects are exempt from the limited range of influence option?,Effects that restart the game,Effects that grant additional life,Effects that prevent summoning sickness,Effects that allow a creature to block an instant
What occurs to all players when the game restarts under rule 801.17?,All players in the game will be involved in the new game,Only the players who triggered the restart are affected,Only the player who owns the restarting object participates,Players outside the original game are not invited to play again
What effect do plane card and phenomenon card abilities have in multiplayer Planechase?,All applicable objects and players in the game.,Only the active player.,Only the player who cast the plane card.,Only the opponents.
What does the “Attack Multiple Players” option allow in multiplayer games?,It allows the active player to attack multiple other players.,It allows the active player to attack the same player multiple times.,It allows the active player to defend against multiple players.,It allows the active player to attack only one player.
"In multiplayer games, who is permitted to attack multiple other players when the “Attack Multiple Players” option is in effect?",The active player.,Any player can attack multiple players.,Only the defending player can attack multiple players.,No player can attack multiple players.
"When the attack‑multiple‑players option is active, what choice does the attacking player have during a combat?",They may choose to attack only one player.,They must attack all opponents.,They cannot attack any opponent.,"They may attack only creatures, not players."
"Which player is meant by the term ""defending player"" during combat?",the single player that the attacking creature is attacking (or the controller of the planeswalker or protector it’s attacking),the player who first attacked in the turn,the player with the most life points,the opponent who was declared as the defending player at the start of the turn
"If an attacking creature stops attacking before the combat phase ends, to which player does a rule or ability that refers to that creature’s ""defending player"" still apply?",the player that the creature was attacking before it left combat (or the controller of the planeswalker or protector it was attacking),the player who last cast a spell during the turn,the opponent who has the highest mana pool,"the player who is currently in the battlefield’s ""active"" state"
"When an ability refers to both an attacking creature and a defending player, how is the defending player chosen?",the player that the creature is currently attacking (or the controller of the planeswalker or protector it’s attacking),the player who has the most cards in hand,the player who is the first to cast a spell this turn,the player who has the most creatures on the battlefield
"When an ability of an attacking creature refers to a “defending player,” to whom does that reference apply?","the player that the creature is attacking, the controller of the planeswalker that creature is attacking, or the protector of the battle that player is attacking",all opponents of the attacking creature,the controller of the attacking creature,the player with the highest life total
"If an attacking creature is removed from combat, which defending player does an ability that refers to a “defending player” still target?",the player (or planeswalker controller or battle protector) the creature was attacking before it was removed from combat,the creature’s controller,all players who were defending at the start of combat,the player who dealt the most damage during that combat step
"When a spell or ability could apply to multiple attacking creatures, how is the “defending player” determined for each case?","individually for each attacking creature, based on the player the creature is attacking, the controller of the planeswalker it’s attacking, or the protector of the battle it’s attacking",it always refers to all defending players simultaneously,it defaults to the creature’s controller,it depends on the order in which the attacking creatures entered combat
What is the correct method for determining the defending player when a spell or ability can affect multiple attacking creatures?,The defending player is individually determined for each attacking creature.,The spell chooses a single defending player at random.,The defending player with the lowest life total is automatically chosen.,The defending player is always the opponent of the spell’s controller.
"When a spell or ability has multiple potential defending players, who chooses which defending player to use?",The controller of the spell or ability chooses one.,The defending player with the highest life total chooses.,The player who controls the most attacking creatures makes the choice.,A judge or the arbiter makes the decision.
"When a spell or ability could target multiple attacking creatures and there are several possible defending players, who decides which defending player is used?",The controller of the spell or ability chooses one.,The attacking creature’s controller chooses one.,The defending player chooses one.,The game judge decides at random.
Which player can block the creature with mountainwalk in the example where Rob attacks Alex with Runeclaw Bear and Carissa with a mountainwalk creature?,"Carissa, if she controls a Mountain","Alex, if she controls a Mountain","Rob, the attacking player","Any player, regardless of terrain"
Does the ability to block the mountainwalk creature depend on whether the defending player controls a Mountain?,"Yes, it can only be blocked if the defending player controls a Mountain","No, it can be blocked by any defending player",Only if Alex controls a Mountain,Only if the attacking player controls a Mountain
What determines whether a creature with mountainwalk can be blocked?,Whether the defending player controls a Mountain,Whether the attacking player controls a Mountain,Whether the creature itself has the mountainwalk ability,Whether the battle is protected by a defending player
Under what condition can a creature that has *mountainwalk* be blocked?,if the defending player controls a Mountain,if the defending player controls any land,if the defending player controls a creature with flying,if the defending player has a hand of cards
