question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
"If a shield has a remaining amount of 3, how many points of damage can be prevented before the shield is exhausted?",3 points of damage can be prevented.,1 point of damage can be prevented.,6 points of damage can be prevented.,0 points of damage can be prevented.
What occurs when a shielded permanent’s shield is reduced to 0?,Any remaining damage is dealt normally.,The shielded permanent gains a bonus until the next turn.,The permanent is exiled as a penalty for breaking the shield.,The controller of the permanent must discard a card to pay for the remaining damage.
"When a shield prevents damage, what does it consider?","The total amount of damage, regardless of how many sources or events are involved.",The number of damage‑dealing events.,The number of distinct sources that would deal damage.,Each source’s individual damage amount separately.
Does the shield take into account how many sources would deal damage when deciding how much to prevent?,"No, it only looks at the total amount of damage.","Yes, it tallies each source and reduces the shield accordingly.","Yes, it multiplies the shield’s value by the number of sources.","Yes, it only cares about the source that deals the first damage."
What does a damage‑prevention effect that refers to a specific source do?,"It prevents the next instance of damage from that source, no matter how much that damage is.",It prevents all damage from that source.,It prevents the next damage from any source.,It reduces all future damage from that source to zero.
What does a prevention effect that refers to the next time a specific source would deal damage do?,"It prevents that single instance of damage from that source, no matter how much damage it would be.",It prevents all damage from that source for the rest of the turn.,It reduces the damage by half but still deals it.,It causes the source to lose all power and toughness for that combat.
"After a damage instance from a source has been prevented by such an effect, what happens to any subsequent damage that source would deal?",It is dealt normally.,It is automatically prevented again until the next turn.,It is redirected to a different target.,The source loses the ability to deal damage for the rest of the game.
What does a prevention effect that refers to the next instance of damage from a specific source do?,"It prevents that next instance of damage from that source, no matter how much damage it would be.",It prevents all future damage from that source forever.,It reduces the damage of that source by one.,It allows the source to deal damage as normal but counts it as prevented for scoring.
"After the next instance of damage from a source has been prevented, how are subsequent instances of damage from that same source treated?",They are dealt normally.,They are also prevented.,They are ignored entirely.,They are doubled in amount.
"After a damage-prevention effect has prevented one instance of damage from a source, how are subsequent damage instances from that source treated?",They are dealt normally.,They are prevented again.,They are ignored completely.,They are dealt doubled.
"When a source of damage no longer matches the properties specified by a shield, what happens?","The damage is not prevented or replaced, and the shield is not used up.","The damage is still prevented, but the shield is used up.","The damage is dealt normally, but the shield is lost.",The source is exiled and the shield is discarded.
How does a shield determine whether it will prevent an incoming instance of damage?,It re‑checks the source’s properties at the moment the damage would be dealt.,It compares the damage amount to the shield’s value.,It asks the controller of the source to decide.,It looks at the damage type of the previous turn.
What happens when a shield rechecks a source’s properties and they no longer match?,"The damage isn’t prevented or replaced, and the shield isn’t used up.",The damage is still prevented and the shield is used up.,The shield is destroyed and the damage is dealt normally.,The shield increases its effect to prevent more damage.
Under what circumstance is a shield not used up after rechecking a source’s properties?,"If the source’s properties no longer match, the damage isn’t prevented or replaced and the shield remains intact.",The shield prevents all damage and expends itself.,The shield transfers the damage to the source.,The shield applies a new effect that changes the source.
"A prevention effect that says ""prevent 1 damage from a source"" is applied to each damage event separately. If that source would deal damage to several creatures at the same time, how many damage amounts can the effect prevent?",It will prevent 1 damage for each creature that the source would damage.,It will prevent all the damage dealt by the source at once.,It will prevent none of the damage because the effect only applies once.,It will prevent the total damage divided by the number of creatures.
How much damage does Pyroclasm deal to each Cleric creature controlled by Daunting Defender’s controller?,1 damage,2 damage,0 damage,3 damage
What damage does Pyroclasm deal to each non‑Cleric creature controlled by the same player?,2 damage,1 damage,0 damage,3 damage
How much damage does Pyroclasm deal to each creature that is not a Cleric when Daunting Defender’s prevention effect applies?,2 damage,1 damage,3 damage,0 damage
What does rule 615.11 say about prevention effects that target untargeted creatures?,"It prevents the next N damage that would be dealt to each of a number of untargeted creatures, creating a prevention shield when the effect resolves.",It only protects creatures that were tapped at the time the effect resolves.,It prevents all damage that a creature would take for the rest of the turn.,"It applies only to combat damage, not to abilities or spells."
When does a prevention shield for untargeted creatures get created according to rule 615.11?,When the spell or ability that generates the prevention effect resolves.,When the creature first deals damage to an opponent.,When the player declares blockers for that creature.,When the effect’s controller declares a sacrifice trigger.
What damage does the prevention shield created by an untargeted prevention effect protect against?,The next N damage that would be dealt to each applicable creature.,"Only damage that would be dealt by spells, not by abilities.",Only damage dealt by creatures that share the same color as the shielded creature.,"Damage dealt by non‑untargeted creatures, such as those chosen by a target‑based ability."
What does a prevention effect create for each applicable creature when the spell or ability resolves?,a prevention shield,an additional life gain ability,a temporary boost to power and toughness,a requirement to pay mana each turn
What does a prevention shield do?,It prevents the next N damage that would be dealt to the creature,It allows the creature to attack twice in one combat phase,It grants the creature indestructible until end of turn,It gives the creature the ability to tap for mana
When does a prevention shield apply to a creature?,Only to creatures that are already on the battlefield when the effect resolves; creatures that enter later do not receive the shield,To creatures that have been tapped during the turn,To creatures that have already dealt damage that turn,To creatures that are untapped at the start of the turn
What effect does Wojek Apothecary’s ability create when it resolves?,It gives the target creature and each other creature that shares a color with it a shield preventing the next 1 damage that would be dealt to each of those creatures.,It deals 1 damage to the target creature and all creatures that share its color.,It grants all creatures on the battlefield +1/+1 until end of turn.,It removes all damage‑prevention effects from the battlefield.
"If a creature changes colors after Wojek Apothecary’s ability has resolved, does it gain a new prevention shield?","No, changing a creature’s color after the ability resolves does not add or remove shields.","Yes, the creature instantly gains a new shield as soon as its color changes.",Only creatures that were already on the battlefield at the start of the turn gain shields when they change color.,The creature loses its existing shield if it changes color.
Do creatures that enter the battlefield later in the same turn receive a shield from Wojek Apothecary’s ability?,"No, creatures that enter the battlefield after the ability resolves do not receive the shield.","Yes, every creature that enters the battlefield during that turn gets the shield automatically.",Only creatures that share a color with the original target receive the shield.,The shield applies to all creatures regardless of when they enter the battlefield.
How many damage points does the shield created by Wojek Apothecary’s ability prevent?,The shield prevents the next 1 damage that would be dealt to each applicable creature.,The shield prevents all damage dealt to the creatures until the end of turn.,The shield prevents 2 damage points per creature.,The shield only prevents damage from the same source that activated the ability.
Does a creature that changes color after a damage‑prevention ability resolves gain a new prevention shield?,"No, the color change does not add or remove shields.","Yes, it receives a new shield automatically.","Yes, it loses the shield it already has.",The shield stays but only protects the creature’s new color.
Do creatures that enter the battlefield later in the same turn receive the prevention shield granted by the ability?,"No, they do not get the shield.","Yes, they receive the shield immediately upon entering.",They receive half of the shield’s protection.,They get the shield only if they share a color with the original target.
What happens when damage cannot be prevented?,"Prevention effects still apply to the damage, but they do not reduce it.",The damage is completely ignored.,The damage is dealt after all other effects.,Prevention effects are canceled.
Do damage‑prevention shields get reduced by damage that can’t be prevented?,"No, they are not reduced.","Yes, they lose one point of prevention.",They are removed entirely from the affected creature.,They gain an additional point of protection.
What happens when a spell or effect declares that its damage cannot be prevented?,"It won’t prevent any damage, but any additional effects it has will still take place.",The damage is ignored entirely and nothing else occurs.,All existing prevention shields automatically prevent the damage.,The damage is dealt but no other part of the effect is applied.
Does a damage‑prevention effect that says “damage can’t be prevented” still allow its other abilities to work?,"Yes, any additional effects it has will take place.","No, it stops all other abilities from triggering.","Only the prevention part applies, ignoring all other effects.",It removes itself from the battlefield before anything else can happen.
What happens to existing damage‑prevention shields when a player takes unpreventable damage?,They are not reduced.,They are reduced by the damage.,They are destroyed.,They grant extra prevention.
Do damage‑prevention shields lose strength when unpreventable damage is dealt?,"No, they remain unchanged.","Yes, they are lowered.","Yes, they are eliminated.","Yes, they increase in effectiveness."
Does a prevention effect invoke itself repeatedly to stop a particular damage event?,"No, it is applied only once and does not invoke itself repeatedly.","Yes, it keeps trying until the damage is prevented.",It only applies if the damage is preventable.,It is ignored if the damage cannot be prevented.
"When a prevention effect is applied to a damage event that cannot be prevented, what occurs?",It is applied once and does not invoke itself repeatedly to try to prevent that damage.,It fails to apply and is ignored.,It is applied repeatedly until the damage is prevented.,It applies only to preventable damage.
When does a triggered ability that responds to damage prevention activate?,Each time a prevention effect is applied to one or more simultaneous damage events.,Only when damage would be dealt to a permanent.,Only once per turn regardless of how many prevention effects are used.,Whenever a creature attacks and deals damage.
What does this type of triggered ability prevent?,Some or all of the damage that was prevented.,Only damage that would be dealt to the ability’s controller.,All damage that would be dealt to any player.,No damage; it merely signals that a prevention effect was used.
"When several replacement or prevention effects could apply to the same event, who decides which effect will actually be used?",The affected object’s controller (or its owner if it has no controller) or the affected player,All players involved choose together,The active player chooses,The rule chooses automatically
"If two players must decide simultaneously which replacement or prevention effect to use, in what order are the choices made?",In APNAP order,In the order the effects were put on the stack,In random order,In the order of their casting
"According to rule 616.1a, if one of the replacement or prevention effects is a self‑replacement effect, what must be done?",One of the self‑replacement effects must be chosen,All self‑replacement effects are applied automatically,None of the self‑replacement effects can be chosen,The self‑replacement effect is ignored
What order do players follow when they must decide between replacement or prevention effects at the same time?,APNAP order,NAPAP order,All players make their choices simultaneously,The active player makes all choices
When are choices made in APNAP order according to the rules?,When two or more players have to make these choices at the same time,When only one player has to make a choice,When the active player has to make a choice,When the defending player has to make a choice
Which rule specifies the APNAP order used for making simultaneous choices?,Rule 101.4,Rule 616.1b,Rule 614.15,Rule 102.3
"When deciding among multiple replacement and/or prevention effects, what must be done if one of those effects is a self‑replacement effect?","If any replacement or prevention effect is a self‑replacement effect, one of them must be chosen.",All replacement and prevention effects are applied simultaneously.,The controller of the affected object chooses the effect with the lowest mana cost.,The effect that appears first in the rule list is applied automatically.
"If there is no self‑replacement effect among the replacement or prevention effects, what is the next step?",Proceed to rule 616.1b.,Choose the effect that has the highest priority in the stack.,Apply all remaining effects regardless of type.,The player with the most lands chooses the effect to apply.
"If no self-replacement effect is chosen when resolving replacement and/or prevention effects, which rule is applied next?",Rule 616.1b.,Rule 616.1c.,Rule 101.4.,Rule 614.15.
"When multiple replacement or prevention effects could change the controller of an object as it enters the battlefield, what must the player do?",Choose one of those effects to apply.,Let all of them apply automatically.,Ignore the effects and let the object enter under its original controller.,Prevent the object from entering the battlefield.
What must a player do when several replacement or prevention effects would cause an object to become a copy of another object as it enters the battlefield?,Choose one of the replacement/prevention effects.,Let all the replacement/prevention effects apply simultaneously.,Ignore the replacement/prevention effects and let the object enter unchanged.,Allow the object to enter the battlefield as a copy of the first object mentioned in the effects.
"When multiple replacement or prevention effects would cause a card to enter the battlefield with its back face up, what must a player do?",Choose one of the replacement or prevention effects.,Apply all of the replacement or prevention effects simultaneously.,Ignore all replacement and prevention effects and let the card enter normally.,Let the card enter the battlefield as if none of the effects applied.
Which rules specify how a card that would enter the battlefield with its back face up is handled?,Rules 701.27 (“Transform”) and 701.28 (“Convert”).,Rules 701.25 and 701.26.,Rules 702.13 and 702.14.,Rules 600.1 and 600.2.
Which rule does the game refer to next if a replacement or prevention effect that would cause a card to enter the battlefield with its back face up is not chosen?,Rule 616.1e,Rule 616.1d,Rule 616.1f,Rule 701.27
"After a replacement or prevention effect has been applied to a card that would enter the battlefield, what must be done next in the application of such effects?","Repeat the process, considering only replacement or prevention effects that would now be applicable, until no more remain.",Stop applying further effects; the card is now on the battlefield.,Apply all remaining effects regardless of whether they apply to the card.,Apply the same effect again to ensure the card is fully protected.
"When a creature that has both an “if this creature would die, instead shuffle it into its owner’s library” effect and an enchantment that says “if a card would be put into a graveyard from anywhere, instead exile it” is destroyed, which replacement effect does its controller choose to apply first?","its controller chooses the shuffle‑into‑library effect first, the exile effect does nothing",the controller must apply both effects simultaneously,"the controller must choose to apply the exile effect first, the shuffle effect does nothing",the controller has no choice; the exile effect takes precedence
"If a creature that normally enters the battlefield tapped is cast while a player controls “Essence of the Wild,” which effect is applied first?","the copy effect from Essence of the Wild is applied first, then the creature’s own ETB effect","the creature’s own ETB effect is applied first, then the copy effect",both effects are applied at the same time with no defined order,the creature’s ETB effect is ignored entirely
What happens to Rusted Sentinel when it is copied by Essence of the Wild?,The copy no longer has the ability that causes it to enter the battlefield tapped.,It still enters the battlefield tapped.,It gains a new ability to enter the battlefield untapped.,It is not affected by Essence of the Wild at all.
Which replacement effect is applied first when a creature is being copied by Essence of the Wild?,The copy effect from Essence of the Wild is applied before any other replacement effects.,The effect that causes the creature to enter tapped is applied first.,Both replacement effects are applied simultaneously.,No replacement effects are applied; the creature enters normally.
How does Rusted Sentinel enter the battlefield when it copies Essence of the Wild?,it enters untapped,it enters tapped,it enters tapped and blocked,it enters tapped after combat
Why does Rusted Sentinel not have the ability to enter the battlefield tapped after copying Essence of the Wild?,because the copy effect removes that ability during entry,because it is a creature and all creatures enter tapped by default,because the ability is retained but is ignored at random,because the copy effect duplicates all abilities exactly as they were originally
Which rule states that a replacement or prevention effect applied to an event must be chosen before any replacement effect applied to an event contained within that event?,Rule 616.1g,Rule 616.1a,Rule 616.1e,Rule 616.1h
When are you allowed to choose the second replacement effect in a sequence of replacement effects?,Only after the first replacement effect has been chosen.,At the same time as the first replacement effect.,Before the first replacement effect is chosen.,"At any time, regardless of the order of the effects."
Which replacement effect must be applied first when a token creation is modified by Doubling Season and a second effect that triggers as the token enters the battlefield?,The effect of Doubling Season,The effect that triggers on the token entering the battlefield,The effect that creates the token for the first time,The effect that changes the token’s type
What does Doubling Season do when an effect would create one or more tokens under your control?,It creates twice as many of those tokens instead of the original amount,It prevents the tokens from entering the battlefield entirely,It replaces each token with a different creature of the same power and toughness,It allows you to choose whether to create the original tokens or double them
"If a creature has the ability “As this creature enters, choose a color,” how many times will that ability trigger when two copies are created under Doubling Season?","Twice, once for each copy of the creature","Once, because the ability triggers only once per event","Four times, because each token triggers it twice","Zero times, because Doubling Season prevents the ability from triggering"
Which event is considered to be contained within the event of creating a token in the example involving Doubling Season and Voice of All?,The creature entering the battlefield,The token being copied,The color being chosen by the ability,The Doubling Season ability activating
Why must the Doubling Season effect be applied before the token‑entering ability in the example?,Because entering the battlefield is an event contained within the token‑creation event,Because Doubling Season has priority over all other replacement effects,"Because the token‑entering ability is a static ability, not a triggered one",Because the ability “As this creature enters” only triggers after all replacement effects have resolved
What can occur during the resolution of a spell or ability?,Multiple events may take place.,Only a single event can occur.,Nothing happens unless a triggered ability fires.,Only one event is allowed.
What determines the event that a triggered ability or replacement effect is looking for?,The text of the ability defines the event.,The player who cast the ability decides.,It is always the first event that occurs.,It is predetermined by the game engine.
What does it mean that one “happening” can be treated as a single event by one ability and as multiple events by another?,"It means that triggered abilities may interpret the same complex occurrence as either one event or split it into several separate events, depending on how the ability is written.",All abilities must treat every occurrence the same way.,The event is considered invalid and cannot trigger any abilities.,It indicates that the event is only relevant to the player who controls the ability.
"If an attacking creature is blocked by two creatures, how many events does that constitute for the ability “Whenever this creature becomes blocked”?",One event.,Two events.,Three events.,None.
What makes a spell or ability modal?,"It has two or more options in a bulleted list preceded by instructions for a player to choose a number of those options, such as “Choose one —.”",It has only a single mode.,It must be a creature card.,It cannot be activated.
Who chooses the mode(s) when casting a modal spell or activating a modal ability?,The controller of the modal spell or activated ability.,The opponent chooses.,The game randomly selects.,It is chosen by the judge.
What change has been applied to modal cards printed before the Khans of Tarkir set in the Oracle card reference?,The modes have been updated to appear in a bulleted list.,The modes have been removed entirely.,The modes remain in their original formatting.,The cards are no longer considered modal.
"Before Khans of Tarkir, how were the modes of modal cards presented?",They did not use bulleted lists.,They used bulleted lists.,They used numbered lists.,They were not listed at all.
Who chooses the mode(s) of a modal spell or activated ability when it is cast or activated?,The controller of that spell or activated ability,The defending player,A random player chosen by the judge,The game’s system automatically selects the mode
"What happens if one of the modes of a modal spell or activated ability would be illegal (for example, due to an inability to choose legal targets) during casting or activation?",That mode cannot be chosen,The spell automatically uses that mode anyway,The controller must choose a different spell instead,The game ends immediately and the spell is ignored
What happens if one of the modes of a modal spell or activated ability would be illegal because you cannot choose legal targets?,That mode can’t be chosen.,The spell is automatically canceled.,"You may still choose it, but it has no effect.",The spell will ignore that mode and play normally.
When does the controller of a modal triggered ability decide which mode(s) to use?,While putting the ability on the stack,After the ability has resolved,When the ability leaves the stack,When the controller declares attack or block
What occurs if the controller of a modal triggered ability selects no mode?,The ability is removed from the stack,The ability resolves immediately with a default mode,The ability stays on the stack but does nothing until a mode is chosen later,The ability is transferred to the opponent
"If one of the modes of a modal triggered ability would be illegal, what is the correct action?",That mode cannot be chosen,The ability must choose a random legal mode instead,The ability resolves with all illegal modes ignored,The controller must forfeit the ability entirely and lose their turn
"If one of the modes of a modal triggered ability would be illegal, what can the controller do?",That mode can’t be chosen.,The ability is automatically resolved.,The opponent chooses the mode instead.,The ability is ignored and the game ends.
What happens if the controller of a modal triggered ability chooses no mode?,The ability is removed from the stack.,The ability resolves with no effect.,The controller must later choose a mode at random.,The ability is moved to the graveyard for the opponent.
What happens if no mode is chosen for a modal triggered ability?,The ability is removed from the stack.,The ability is sent to the graveyard.,The ability resolves normally.,The ability remains on the stack until a mode is chosen.
Which rule addresses the removal of a modal triggered ability from the stack when no mode is chosen?,Rule 603.3c.,Rule 700.2b.,Rule 700.2c.,Rule 601.2c.
"When a spell or ability has targets that are only relevant if a particular mode is chosen, how must the controller handle target selection?",Targets are chosen only if that mode is chosen; otherwise the ability is treated as having no targets.,Targets must be chosen regardless of whether the mode is chosen.,The controller can skip target selection entirely and the ability will still resolve.,Targets are chosen after the ability resolves.
What occurs to the targets of a modal spell or ability when the mode that requires those targets is not selected?,The spell or ability is treated as though it did not have those targets.,The spell still targets the chosen objects but ignores the missing mode.,The spell automatically reverts to its default mode with no targets.,The spell is considered illegal and must be discarded.
What is the effect when a modal spell allows the same mode to be chosen more than once?,It is treated as if that mode appeared that many times in sequence.,It is treated as having only one instance of the mode.,The spell’s modes are shuffled randomly.,The spell becomes a single‑mode spell.
"When a mode that requires a target is chosen multiple times, can the same target be used for each occurrence?","Yes, the same target may be used for each of those modes, or different targets may be chosen.","No, each mode must have a unique target.",Only one target is allowed for all modes.,Targets cannot be chosen for multiple modes.
"Under normal circumstances, can a player choose the same mode more than once for a modal spell?","No, normally a player cannot choose the same mode more than once.","Yes, always.",Only if the spell says so.,Only if the player has a special ability.
"If a modal spell contains the instruction ‘You may choose the same mode more than once’, how is the spell treated when the same mode is chosen multiple times?",It is treated as if the mode appears that many times in sequence.,"The spell becomes a single, new spell with a different name.",The spell’s cost increases for each additional choice of the same mode.,The spell’s mana cost is multiplied by the number of times the mode is chosen.
"When a modal mode that requires a target is chosen multiple times, can the same target be chosen for each instance?","Yes, the same target can be chosen for each instance of the mode.",Only the first instance can target an object; subsequent instances cannot target anything.,Each instance must target a completely different object; the same object cannot be reused.,The spell automatically targets all creatures on the battlefield if the mode is chosen more than once.
"When a modal spell can be chosen more than once and the chosen mode requires a target, what does the rule allow regarding the targets?","The same player or object may be chosen as the target for each of those modes, or different targets may be chosen.",You must choose a new target for each mode.,Only the first target chosen is used for all subsequent modes.,The mode cannot require a target if it is chosen more than once.
"If a modal spell allows the same mode to be chosen multiple times, can the same target be used for each occurrence of that mode?","Yes, the same target may be chosen each time.","No, each occurrence must target a different object.",The target must be chosen only once and then reused automatically.,The spell cannot target any object when the mode is repeated.
"When a spell or ability requires another player to choose a mode and more than one other player could make that choice, who determines which player will make the choice?",The controller of the spell or ability decides which of those other players will make the choice.,The first player to the left of the controller makes the choice.,The player who last cast a spell gets to choose.,Any other player may make the choice at random.
"If a spell or ability has multiple modes, can changing its target alter the mode that is selected?",No; changing a spell or ability’s target cannot change its mode.,Yes; changing the target automatically switches the mode.,"Only if the new target is a creature, the mode changes.",Only if the spell was cast with an extra mana cost does the mode change.
"When a modal spell or ability is copied, what aspect of the original is also copied?",The copy includes the mode(s) that were chosen for the original.,The copy chooses a new mode at random.,The copy loses any chosen modes and must choose new ones.,"The copy always includes all possible modes, regardless of what was chosen."
Does changing the target of a modal spell alter the mode that the spell is using?,"No, the mode remains unchanged.","Yes, the mode changes to match the new target.","Yes, but only if the target is in the same zone.","No, but the spell can be transformed into a different ability."
"When a spell or ability is copied, can the controller of the copy choose a different mode?","No, the copy must use the same mode(s) that were chosen for the original.","Yes, the controller can choose any mode they want.","Yes, but only if the copy was created by a spell with a different number of modes.","Yes, the controller can combine modes from multiple spells."
Can changing the target of a modal spell alter the mode that was selected?,"No, changing a spell or ability’s target can’t change its mode.","Yes, it automatically switches to another mode.","Yes, you can pick a new mode after changing the target.","No, but only if the spell is not modal."
"When a modal spell is copied, can the controller of the copy choose a different mode?","No, the controller of the copy can’t choose a different mode.","Yes, they can select a different mode.","Yes, but only if the original had no mode costs.","No, but they can choose a new target instead."
Can the controller of a copy of a modal spell choose a different mode?,"No, the controller of the copy cannot choose a different mode.","Yes, the controller can pick any mode, even ones that weren’t originally selected.",Only the original controller of the spell can change modes after the copy is made.,The copy automatically selects a random mode each time it is cast.
What must a player do when a modal spell has a mode that lists a cost before its effect?,Pay the listed cost as part of the spell’s casting.,Pay the cost after the spell resolves.,Do not pay any cost if the mode is chosen.,Only pay the cost if the mode is chosen by the opponent.
"If multiple modes of a modal spell each have a cost listed before their effects, how many costs must be paid?",All the listed costs must be paid.,Only the highest cost among the modes.,"Only one cost, regardless of modes chosen.",You can choose to pay some but not all costs.
What does a cost listed before a modal spell’s effect signify?,That cost must be paid at the time of casting the spell if that mode is chosen.,That cost can be paid after the spell resolves.,That cost is optional.,That cost applies only to the first mode chosen.
"When you cast a modal spell that has additional costs for its modes, what must you do if you choose more than one mode?",All additional costs of the chosen modes must be paid,Only one additional cost needs to be paid,Additional costs are optional and can be ignored,You pay only the cost of the first chosen mode
What must each affected object do when objects are temporarily grouped into piles?,"It must be put into exactly one of the piles, unless the effect specifies otherwise.",It can be left outside the piles.,It must be split among multiple piles.,It must be discarded.
Is a pile of objects considered an object in Magic?,"No, the pile itself is not an object.","Yes, the pile can be targeted as a single object.","Yes, the pile can be moved as a single object.","Yes, the pile can be sacrificed as a single object."
Do objects within a pile remain individual objects?,"Yes, each object in a pile remains an individual object.","No, objects in a pile merge into a single object.","No, objects in a pile lose all abilities.","No, objects in a pile become a single card."
What does rule 700.3c say about objects that are grouped into piles?,They remain in the zone they are currently in.,They become a single object.,They leave the zone and go to the battlefield.,They are removed from the game.
"If cards in a graveyard are split into piles, what must be maintained?",The order of the graveyard must be maintained.,The color identity of each card must be preserved.,The number of cards in each pile must be equal.,The piles may be shuffled after splitting.
What must be maintained when cards in a graveyard are split into piles?,the order of the graveyard,the order of the library,the order of the battlefield,the order of the stack
"According to rule 700.3c, which zone’s order must be preserved if its cards are split into piles?",the graveyard,the library,the battlefield,the hand
What happens when a card instructs you to split revealed cards into two piles?,"One pile is put into your hand, and the other into your graveyard.",Both piles go into your hand.,Both piles go into your graveyard.,Both piles are shuffled back into the library.
Where do the cards revealed by Fact or Fiction stay until the opponent puts them into a hand or graveyard?,They remain in their owner’s library until moved to a hand or graveyard.,They immediately leave the library and go to the battlefield.,They are discarded as soon as they are revealed.,They are placed on the stack until the opponent chooses.
"According to rule 700.3d, what is permissible about the contents of a pile?",A pile can contain zero or more objects.,A pile must contain at least one object.,A pile must contain exactly one object.,A pile can contain only cards of the same type.
"What does the term ""dies"" mean?",is put into a graveyard from the battlefield.,does not refer to a permanent being destroyed by a spell or ability.,the permanent is removed from the game entirely.,the permanent is transferred to the exile zone.
Which continuous effects are taken into account first when a player’s devotion to a color or color combination is calculated?,"copy, control, or text‑changing effects; effects that modify a permanent’s mana abilities; effects that change a permanent’s name; effects that alter a permanent’s card type",effects that modify a permanent’s mana abilities,effects that change a permanent’s name,effects that alter a permanent’s card type
"Which rule states that devotion is calculated after copy, control, or text‑changing effects but before any other effects that modify the characteristics of permanents?",Rule 700.5a; Rule 613.10; Rule 613; Rule 700.5,Rule 613.10,Rule 613,Rule 700.5
What benefit does Altar of the Pantheon provide regarding devotion?,Increases devotion to each color and each combination of colors by one,Grants an extra mana of each color when you cast spells,Lets you tap it to produce any color of mana,Allows you to copy other artifacts
"Under what condition is Purphoros, God of the Forge a creature in the example?",When devotion to red is five or greater,When you control at least one artifact,When you have three or more red mana in your pool,When you have no other permanents that cost red mana
How many red devotion points does the player have before Purphoros’s type‑changing effect is applied?,Five,Three,Six,Four
"When an ability uses the phrase “this [something]” to identify an object, which of the following statements is correct, even if the object no longer has that characteristic?",It refers to that particular object.,It refers to the type of the object.,It refers to any object that currently matches the characteristic.,It refers to the controller of the object.
"In the example where an ability reads “Target creature gets +2/+2 until end of turn. Destroy that creature at the beginning of the next end step,” why does the ability destroy the object it gave +2/+2 to, even if that object isn’t a creature at the time the effect ends?","Because “that creature” refers to the specific object that received the boost, regardless of its current type.",Because the object automatically becomes a creature when the boost expires.,Because the ability ignores the object’s current type and always targets creatures.,Because the ability is actually a static effect that applies to all creatures on the battlefield.
How many Cleric creatures can be included in a player's party?,Up to one,Up to two,All Cleric creatures the player controls,Exactly four
Which creature types may a player include in a party?,"Cleric, Rogue, Warrior, and Wizard","Elf, Goblin, Angel, and Demon","Zombie, Skeleton, Vampire, and Werewolf","Ninja, Samurai, Monk, and Samurai"
What is the maximum number of creatures that can be in a player's party at once?,Four,Three,Five,Unlimited
Can a player have more than one Warrior creature in their party?,"No, up to one","Yes, any number",Only if the opponent has no Warrior,"Yes, but only during the combat step"
"How does the game determine the number of creatures in a player’s party when a spell, ability, or effect requires that information?","The calculation is performed automatically by the game, producing a number between zero and four.",Players must declare which specific creatures they control are in their party for that effect.,The number is taken from the total number of creature cards in the player’s hand.,"The game asks the opponent to guess the party size, and that guess is used."
"Do players need to declare which specific creatures are in their party when a spell, ability, or effect requires the game to determine the number of creatures in a player’s party?","No, the game automatically calculates the number of party members.","Yes, players must declare each creature in their party.",Players can choose any creatures at will for the calculation.,The game asks players to name the creatures.
How many creatures must a player have in their party to be considered a full party?,Four creatures,Three creatures,Five creatures,No creatures
What condition defines a player's party as full?,Having four creatures in the party,Having three creatures in the party,Having five creatures in the party,Having no creatures in the party
What is the maximum number of creatures of a specific type a player may select when forming a party under rule 700.8?,Up to one creature of that type.,Two creatures of that type.,All creatures of that type.,Zero creatures of that type.
"What makes a permanent considered ""modified"" in Magic: The Gathering?","A permanent is considered modified if it has one or more counters on it, if it is equipped, or if it is enchanted by an Aura controlled by its controller.",If it has a damage mark on it.,If it is tapped.,If it has a colorless symbol on its cost.
Which of the following is NOT a condition that makes a permanent modified?,It is tapped.,It has counters on it.,It is enchanted by an Aura controlled by its controller.,It is equipped.
Which of the following conditions makes a permanent considered modified?,"A permanent is modified if it has one or more counters on it, if it is equipped, or if it is enchanted by an Aura controlled by its controller.",A permanent is modified if it has been in play for more than one turn.,A permanent is modified if it has been dealt damage this turn.,A permanent is modified if it has been tapped.
Which of the following actions does NOT cause a permanent to become modified?,Tapping the permanent.,Adding a counter to the permanent.,Equipping the permanent with an equipment card.,Enchanting the permanent with an Aura controlled by its controller.
"What does it mean for a permanent to be ""that was activated this turn""?","It means the permanent was the source of an ability that was activated during that turn, regardless of whether it still has that ability or its controller is still in the game.",The permanent must still have the ability active after it was activated.,The permanent must still be on the battlefield after the activation.,The permanent must be a creature.
"Does a permanent need to still have its activated ability to be considered ""activated this turn""?","No, the permanent no longer needs to have that ability or its controller to be considered activated this turn.","Yes, the permanent must still have the ability active.","Yes, the permanent must still be on the battlefield.","Yes, the permanent must still be controlled by the same player."
"What does the phrase ""descended this turn"" refer to in the game?",a permanent card has been put into that player’s graveyard from anywhere this turn,a creature has been sacrificed by that player this turn,a spell has been countered by that player this turn,a card has been returned to the hand of that player this turn
"What is meant by ""the number of times a player descended this turn""?",the number of permanent cards put into that player’s graveyard from anywhere this turn,the number of spells cast by that player this turn,the number of creatures that left the battlefield this turn,the number of cards drawn by that player this turn
"Which type of card is counted when determining if a player has ""descended this turn""?",Any permanent card that has been put into that player’s graveyard from anywhere this turn,Only creature cards that have been put into the graveyard from the battlefield this turn,Only artifact cards that have been put into the graveyard from the library this turn,Only instant and sorcery cards that have been put into the graveyard from a player’s hand this turn
What does the term “outlaw” refer to in this context?,"An object that has the Assassin, Mercenary, Pirate, Rogue, and/or Warlock creature types.",A creature that has been removed from the battlefield.,A card that grants a player extra life points.,A spell that destroys all opponent’s permanents.
